#  RA_x                DEC_x         flux_F         flux_S         flux_H             HR
                                                                                                                                                                                     
 1.503709799922E+002  2.073399109000E+000  1.950000E-015  4.240000E-016 -6.260000E-015 -1.300000E-001
 1.502478499875E+002  2.136339367300E+000  3.750000E-015  7.420000E-016  3.070000E-015 -1.600000E-001
1.503111499715E+002  2.413919408200E+000  1.380000E-014  3.540000E-015  9.939999E-015 -2.600000E-001
 1.502607599880E+002  2.117949208800E+000  2.070000E-015 -1.050000E-015 -4.410000E-015 -9.900000E+001
 1.502849299859E+002  2.113954301100E+000  2.510000E-015  5.550000E-016  2.410000E-015 -2.000000E-001
 1.502008299906E+002  2.348355076800E+000  7.410000E-015  5.450000E-016  1.060000E-014  5.100000E-001
 1.502106999719E+002  2.391472571700E+000  4.070000E-015  9.760001E-016  3.160000E-015 -2.500000E-001
 1.502316899865E+002  2.364041294200E+000  2.230000E-014  5.830000E-015  1.120000E-014 -4.100000E-001
 1.502089899946E+002  2.438581006500E+000  3.850000E-015  1.070000E-015 -9.580000E-015 -3.600000E-001
 1.502130199823E+002  2.477195279300E+000  3.330000E-015  9.380001E-016  2.130000E-015 -4.400000E-001
 1.500558799997E+002  2.233525795600E+000  1.380000E-014  3.180000E-015  1.050000E-014 -1.700000E-001
 1.500691400117E+002  2.231375871100E+000  8.159999E-015  2.270000E-015  4.830000E-015 -3.800000E-001
 1.500735399809E+002  2.346860368500E+000  2.230000E-014  3.060000E-015  2.650000E-014  2.800000E-001
1.503142599927E+002  2.381636868700E+000  1.880000E-014  5.060000E-015  1.210000E-014 -3.300000E-001
 1.500744200072E+002  2.302067778900E+000  7.270000E-015  2.210000E-015  4.100000E-015 -4.600000E-001
 1.501617499907E+002  2.332412173600E+000  1.180000E-014  3.430000E-015  6.540000E-015 -4.300000E-001
 1.501879499907E+002  2.352924095600E+000  5.590000E-015  1.310000E-015  5.050000E-015 -1.600000E-001
 1.502614299897E+002  2.316088181300E+000  1.870000E-015  3.550000E-016  1.940000E-015 -1.800000E-001
 1.502848699807E+002  2.309434881600E+000  4.350000E-015  1.260000E-015  2.880000E-015 -4.300000E-001
 1.501521499927E+002  2.307817709200E+000  3.220000E-015  3.800000E-016  4.290000E-015  2.400000E-001
 1.501710599812E+002  2.337094998800E+000  3.830000E-015  3.700000E-016  5.750000E-015  3.800000E-001
 1.503354200035E+002  2.304998170300E+000  1.020000E-014  3.120000E-015  4.320000E-015 -5.500000E-001
 1.503078499919E+002  2.368099683200E+000  3.670000E-015  2.800000E-016  5.870000E-015  4.700000E-001
 1.503102600034E+002  2.346900721300E+000  4.690000E-015  7.160000E-016  5.440000E-015  1.400000E-001
1.503207299982E+002  2.333035667700E+000  1.710000E-014  4.080000E-015  1.360000E-014 -1.700000E-001
 1.502354799996E+002  2.361800175500E+000  2.760000E-014  7.610000E-015  1.690000E-014 -3.500000E-001
 1.502476199904E+002  2.332639878100E+000  2.460000E-015  5.290000E-016  2.110000E-015 -2.500000E-001
 1.502999199885E+002  2.412771167400E+000  2.940000E-015  4.760000E-016  3.370000E-015  4.000000E-002
 1.503354199901E+002  2.343874231600E+000  1.980000E-015 -8.500000E-016  2.490000E-015  5.000000E-001
 1.502074899772E+002  2.381630926100E+000  3.190000E-015  7.100000E-016  2.590000E-015 -2.400000E-001
 1.502114899881E+002  2.401775582900E+000  2.840000E-015  6.110000E-016  2.870000E-015 -1.300000E-001
 1.502251799867E+002  2.351270028700E+000  3.830000E-015  8.370000E-016  3.070000E-015 -1.900000E-001
 1.502410899901E+002  2.348384369400E+000  2.840000E-015  2.570000E-016 -1.130000E-014 -1.400000E-001
 1.502559700022E+002  2.381273505200E+000  1.840000E-015 -5.360000E-016  2.530000E-015 -9.900000E+001
 1.502819100027E+002  2.368392715000E+000  1.730000E-015 -7.290000E-016  2.480000E-015  5.000000E-001
1.503287399800E+002  2.380581102500E+000  1.460000E-014  3.340000E-015  1.240000E-014 -1.300000E-001
 1.501840100033E+002  2.353594285300E+000  2.480000E-015  9.189999E-016 -5.870000E-015 -9.900000E+001
 1.501366299895E+002  2.274336096100E+000  1.430000E-015 -3.090000E-016  2.530000E-015 -9.900000E+001
 1.502165399999E+002  2.328996202500E+000  2.310000E-015  7.100000E-016  1.860000E-015 -3.900000E-001
 1.500916600022E+002  2.390705120300E+000  3.670000E-015  1.150000E-015 -1.180000E-014 -9.900000E+001
 1.500120299952E+002  2.525621927500E+000  1.340000E-014  1.230000E-015  2.020000E-014  5.200000E-001
 1.499830500047E+002  2.512405417800E+000  3.600000E-015  8.750000E-016  2.730000E-015 -2.800000E-001
 1.500172599669E+002  2.498070516300E+000  3.710000E-015  1.060000E-015 -8.630000E-015 -3.100000E-001
 1.500271699793E+002  2.434811127400E+000  4.130000E-015 -8.690000E-016  7.080000E-015 -9.900000E+001
 1.500765399640E+002  2.428255287800E+000  3.080000E-015  6.220000E-016 -1.020000E-014 -2.400000E-001
 1.501540200000E+002  2.437240000000E+000  5.530000E-015  2.080000E-015 -8.270000E-015 -9.900000E+001
1.503325699943E+002  2.391210289200E+000  5.730000E-015  8.690000E-016  7.110000E-015  1.900000E-001
 1.500949299693E+002  2.425156367200E+000  2.720000E-015 -9.510000E-016  3.650000E-015  3.900000E-001
 1.500267153290E+002  2.562004044070E+000  1.770000E-014  4.950000E-015  1.200000E-014 -2.700000E-001
 1.501166999684E+002  2.425047199600E+000  3.360000E-015  8.940000E-016 -7.450000E-015 -3.700000E-001
 1.499957599959E+002  2.472881985800E+000  3.630000E-015  1.380000E-015 -6.170000E-015 -9.900000E+001
 1.500606605770E+002  2.647960320070E+000  7.570000E-015  7.720000E-016  1.050000E-014  7.900000E-001
 1.500934699891E+002  2.507206919800E+000  2.370000E-015  5.340000E-016  1.850000E-015 -3.100000E-001
 1.501219132330E+002  2.525845090810E+000  3.990000E-015  1.010000E-015  3.630000E-015 -9.900000E+001
 1.497583199649E+002  2.066671406900E+000  1.080000E-014  2.340000E-015  9.480000E-015 -1.000000E-001
 1.497548999789E+002  1.959648689200E+000  2.500000E-015  3.350000E-016  4.320000E-015  3.100000E-001
 1.497170899648E+002  1.988582403000E+000  2.090000E-015 -9.000000E-016  3.280000E-015  6.100000E-001
   1.509175479500E+002  2.021393380690E+000  1.580000E-014  8.360000E-015  1.200000E-014 -9.900000E+001
   1.508431418310E+002  2.660686768700E+000  9.780000E-015  1.900000E-015  1.060000E-014 -9.900000E+001
   1.508347773400E+002  1.712207992680E+000  1.370000E-014  2.580000E-015  1.300000E-014  1.200000E-001
   1.509179039630E+002  1.989547116990E+000  4.260000E-014  4.200000E-015  5.840000E-014  5.800000E-001
   1.499267643490E+002  1.471811677450E+000  4.210000E-015  1.330000E-015  1.920000E-015 -4.100000E-001
   1.503946380900E+002  2.639119248610E+000  1.610000E-015 -4.310000E-016  2.760000E-015  2.900000E-001
   1.507074068000E+002  1.587239098430E+000  1.220000E-014 -1.750000E-015  1.260000E-014 -9.900000E+001
  1.497977744270E+002  1.740191377490E+000  4.330000E-015  1.410000E-015  1.810000E-015 -5.700000E-001
   1.497513865260E+002  2.734687023480E+000  2.430000E-015 -3.230000E-016  5.480000E-015 -9.900000E+001
  1.498045093460E+002  1.758223831630E+000  8.340000E-015  1.060000E-015  1.080000E-014  4.900000E-001
  1.498080468230E+002  1.709437020490E+000  7.580000E-015  2.210000E-015  3.580000E-015 -4.900000E-001
  1.498675472710E+002  1.747775001540E+000  5.340000E-015  5.720000E-016  6.760000E-015 -1.000000E-002
  1.498920408070E+002  1.727830730130E+000  3.150000E-015  6.500000E-016  2.780000E-015 -1.100000E-001
  1.498986608490E+002  1.769556194980E+000  2.700000E-015  7.300000E-016  2.530000E-015 -4.000000E-001
  1.499963675070E+002  1.751229085660E+000  3.060000E-015  3.680000E-016  3.830000E-015  3.900000E-001
  1.500320965870E+002  1.688117228060E+000  2.070000E-015  7.770000E-016  1.860000E-015 -9.900000E+001
  1.500679632730E+002  1.702037306930E+000  3.320000E-015  4.620000E-016  4.350000E-015  3.900000E-001
  1.501177976250E+002  1.585611216480E+000  7.900000E-015  9.030000E-016  1.110000E-014  5.100000E-001
  1.501366582690E+002  1.620017556090E+000  8.620000E-015  1.400000E-015  9.120000E-015  2.900000E-001
  1.501395492480E+002  1.636385125350E+000  5.490000E-014  1.750000E-014  2.820000E-014 -4.000000E-001
  1.501430331360E+002  1.604245738110E+000  4.410000E-015  1.030000E-015  3.860000E-015 -2.000000E-001
  1.501515835620E+002  1.684510157550E+000  2.820000E-015  7.770000E-016  2.760000E-015 -1.000000E-001
  1.501596797480E+002  1.618835422070E+000  6.720000E-014  2.030000E-014  3.700000E-014 -3.700000E-001
  1.501619615640E+002  1.564730250800E+000  1.880000E-015  5.340000E-016  1.300000E-015 -1.900000E-001
  1.501732175330E+002  1.616236641610E+000  3.740000E-014  1.340000E-014  1.810000E-014 -4.800000E-001
  1.501753960660E+002  1.535161505220E+000  3.510000E-014  9.990000E-015  2.110000E-014 -3.000000E-001
  1.501920566360E+002  1.577661129340E+000  8.500000E-015  2.410000E-015  6.920000E-015 -1.600000E-001
  1.501998067400E+002  1.572770494510E+000  1.040000E-014  3.280000E-015  6.300000E-015 -3.500000E-001
  1.502053250150E+002  1.615194247300E+000  6.340000E-015  9.550000E-016  7.280000E-015  7.000000E-002
  1.503031440660E+002  1.539384948070E+000  1.580000E-014  4.250000E-015  9.030000E-015 -3.100000E-001
  1.503079185330E+002  1.509915559450E+000  3.950000E-014  1.120000E-014  2.880000E-014 -2.400000E-001
 1.499608435130E+002  2.618212537300E+000  2.190000E-015  4.210000E-016  3.370000E-015  5.800000E-001
  1.500043483640E+002  1.715712739530E+000  2.340000E-015  4.180000E-016  2.520000E-015  3.700000E-001
  1.494296563100E+002  1.663219821090E+000  4.260000E-014  1.480000E-014  1.740000E-014 -4.700000E-001
  1.494637307250E+002  1.728424516350E+000  2.140000E-015  4.400000E-016  2.130000E-015 -9.900000E+001
  1.494710167520E+002  1.794241731090E+000  1.810000E-014  6.180000E-015  8.750000E-015 -4.100000E-001
  1.494710913340E+002  1.687543140580E+000  2.920000E-014  8.210000E-015  1.430000E-014 -3.800000E-001
  1.495068472550E+002  1.658670495820E+000  1.450000E-014  3.860000E-015  1.090000E-014 -4.700000E-001
  1.495091576220E+002  1.649251978720E+000  1.230000E-014  3.290000E-015  8.720000E-015 -1.200000E-001
  1.495292270510E+002  1.700747127230E+000  8.859999E-015  2.120000E-015  7.679999E-015  3.000000E-002
  1.495453401490E+002  1.668090133510E+000  2.120000E-014  6.000000E-015  1.330000E-014 -3.000000E-001
  1.495540956970E+002  1.614942735000E+000  1.280000E-014  3.380000E-015  9.150000E-015 -1.300000E-001
  1.495540587340E+002  1.626103555690E+000  3.130000E-015  6.810000E-016  2.650000E-015 -3.000000E-002
  1.495667816240E+002  1.812493854140E+000  2.220000E-014  7.210000E-015  5.690000E-015 -7.300000E-001
  1.495707707470E+002  1.683861595330E+000  1.850000E-014  5.780000E-015  9.270001E-015 -3.700000E-001
  1.495892185230E+002  1.556027204620E+000  3.370000E-014  9.100000E-015  2.150000E-014 -1.900000E-001
  1.495925580770E+002  1.756686447660E+000  8.860000E-014  2.920000E-014  4.740000E-014 -3.200000E-001
  1.495955644150E+002  1.651314513870E+000  1.520000E-014  3.700000E-015  1.160000E-014 -1.600000E-001
  1.496111167630E+002  1.745683947130E+000  2.680000E-015  7.550000E-016  2.120000E-015 -1.600000E-001
  1.496289010320E+002  1.649869949970E+000  4.510000E-015  1.430000E-015  4.010000E-015  3.700000E-001
  1.495806103120E+002  1.591852979470E+000  9.990000E-015  1.590000E-015  1.090000E-014  2.200000E-001
  1.495938719790E+002  1.607834975860E+000  9.150000E-015  2.170000E-015  9.819999E-015  4.000000E-002
  1.496006160720E+002  1.643501605190E+000  7.850000E-015  6.960000E-016  1.120000E-014  5.900000E-001
  1.496021534060E+002  1.603874789680E+000  5.150000E-015  1.010000E-015  4.590000E-015  6.000000E-002
  1.496288678620E+002  1.651019238160E+000  5.710000E-015  1.040000E-015  5.510000E-015  1.000000E-001
  1.496293627570E+002  1.571565818610E+000  8.890000E-015  2.590000E-015  6.640000E-015 -5.000000E-002
  1.496371589630E+002  1.737167399690E+000  5.060000E-015  8.510000E-016  5.750000E-015  2.600000E-001
  1.496448063510E+002  1.750691714440E+000  2.680000E-014  7.270000E-015  1.820000E-014 -2.200000E-001
  1.496459937410E+002  1.618866150290E+000  4.040000E-015  1.250000E-015  2.210000E-015 -4.500000E-001
  1.496469357350E+002  1.602733127260E+000  8.739999E-015  1.100000E-015  1.020000E-014  3.400000E-001
  1.496624965170E+002  1.748819200260E+000  2.270000E-014  6.930000E-015  1.320000E-014 -3.100000E-001
  1.496694208470E+002  1.606736867150E+000  4.840000E-015  1.350000E-015  3.340000E-015 -2.400000E-001
  1.496739885460E+002  1.543405200460E+000  8.450000E-015  1.410000E-015  1.100000E-014 -9.900000E+001
  1.496749245570E+002  1.578011831610E+000  8.410000E-015  2.590000E-015  4.590000E-015 -2.700000E-001
  1.496753827090E+002  1.714899214790E+000  9.990000E-015  2.630000E-015  6.000000E-015 -1.700000E-001
  1.496873249840E+002  1.719255350750E+000  4.020000E-014  9.250000E-015  2.830000E-014 -1.800000E-001
  1.497028157770E+002  1.572902684670E+000  2.050000E-014  6.140000E-015  1.180000E-014 -3.300000E-001
  1.497173422070E+002  1.618342487830E+000  5.710000E-015  1.100000E-015  5.600000E-015  7.000000E-002
  1.497276718980E+002  1.718813449530E+000  7.660000E-015  2.340000E-015  7.310000E-015 -1.800000E-001
  1.496508401500E+002  1.523136179960E+000  3.800000E-014  1.120000E-014  2.450000E-014 -1.900000E-001
  1.497018569390E+002  1.681373240280E+000  7.030000E-015  1.860000E-015  4.770000E-015 -1.200000E-001
  1.497042466520E+002  1.538939027940E+000  8.700000E-013  2.720000E-013  4.530000E-013 -4.000000E-001
  1.497251885490E+002  1.542491316800E+000  8.110000E-015  1.510000E-015  7.800000E-015  5.000000E-002
  1.497450100300E+002  1.635053614350E+000  3.950000E-014  1.020000E-014  3.000000E-014 -1.900000E-001
  1.497464075540E+002  1.517985431650E+000  8.210000E-015  2.010000E-015  6.430000E-015 -2.100000E-001
  1.497670189710E+002  1.663871582440E+000  2.020000E-015  5.110000E-016  1.750000E-015  7.000000E-002
  1.497735706830E+002  1.540579174060E+000  1.280000E-014  3.650000E-015  7.530000E-015 -4.200000E-001
  1.497760624810E+002  1.571855647030E+000  9.710000E-015  6.700000E-016  1.390000E-014  6.700000E-001
  1.497778614260E+002  1.695479592300E+000  1.530000E-014  4.790000E-015  6.580000E-015 -4.300000E-001
  1.497856109510E+002  1.592758132020E+000  5.640000E-015  7.770000E-016  6.610000E-015  5.500000E-001
  1.497877118690E+002  1.712194936690E+000  6.910000E-015  1.890000E-015  4.710000E-015 -1.500000E-001
  1.500474627050E+002  1.423220107360E+000  8.210000E-015  2.280000E-015  5.630000E-015 -3.100000E-001
  1.500824291270E+002  1.474271822760E+000  5.690000E-015  6.780000E-016  7.220000E-015  3.400000E-001
  1.500860980640E+002  1.468688758040E+000  3.590000E-015  5.430000E-016  3.860000E-015  2.000000E-001
  1.501111665390E+002  1.543136120330E+000  1.860000E-014  5.010000E-016  3.150000E-014  9.000000E-001
  1.501285599450E+002  1.435802640390E+000  1.320000E-014  3.100000E-015  1.040000E-014 -2.400000E-001
  1.501305713100E+002  1.505687250110E+000  2.740000E-014  6.220000E-015  2.410000E-014  2.000000E-002
  1.501322642950E+002  1.418728646610E+000  2.840000E-014  7.920000E-015  1.710000E-014 -3.200000E-001
  1.501513175180E+002  1.603789031760E+000  1.030000E-014  3.680000E-015  3.790000E-015 -5.700000E-001
  1.501735617500E+002  1.514474732010E+000  1.570000E-014  3.840000E-015  1.180000E-014 -1.800000E-001
  1.498877515210E+002  1.590383786630E+000  2.170000E-015  5.850000E-016  2.260000E-015 -3.200000E-001
  1.498844112600E+002  1.502390801320E+000  8.570000E-015  2.480000E-015  4.770000E-015 -2.900000E-001
  1.498932671820E+002  1.480267396430E+000  1.970000E-013  5.750000E-014  1.160000E-013 -2.300000E-001
  1.498949343020E+002  1.555495201540E+000  7.730000E-015  2.020000E-015  5.390000E-015 -2.200000E-001
  1.498977173200E+002  1.516523208030E+000  4.140000E-014  1.250000E-014  2.370000E-014 -3.600000E-001
  1.499096301480E+002  1.504276614280E+000  2.210000E-014  7.020000E-015  1.590000E-014 -1.700000E-001
  1.499102614000E+002  1.569393496250E+000  3.510000E-015  4.010000E-016  2.110000E-015  3.800000E-001
  1.499281774270E+002  1.544540364110E+000  1.200000E-014  2.690000E-015  1.060000E-014 -5.000000E-002
  1.499347717780E+002  1.542683620340E+000  1.080000E-014  2.920000E-015  7.650000E-015 -1.000000E-001
  1.499376280950E+002  1.474623477860E+000  4.460000E-014  1.490000E-014  1.920000E-014 -4.200000E-001
  1.499401121240E+002  1.508925844220E+000  3.160000E-014  7.620000E-015  2.530000E-014 -1.100000E-001
  1.499419727420E+002  1.543095743700E+000  5.110000E-015  1.040000E-015  4.990000E-015  1.300000E-001
  1.499450771390E+002  1.618071085580E+000  2.380000E-015  5.580000E-016  2.040000E-015 -8.000000E-002
  1.499547643410E+002  1.648793613160E+000  4.190000E-015  8.880000E-016  3.790000E-015  2.000000E-002
  1.499639473880E+002  1.523130477660E+000  3.930000E-015  6.380000E-016  4.560000E-015  3.400000E-001
  1.499764330880E+002  1.637335864300E+000  1.620000E-015  4.260000E-016  1.450000E-015 -4.400000E-001
  1.499783540360E+002  1.535145756500E+000  5.930000E-014  1.820000E-014  3.210000E-014 -4.300000E-001
  1.499811817540E+002  1.599233265520E+000  8.430000E-016  1.720000E-016  1.000000E-015  4.500000E-001
  1.499860478890E+002  1.617193559690E+000  4.620000E-014  1.530000E-014  3.370000E-014 -2.300000E-001
  1.499868774660E+002  1.615695980450E+000  2.600000E-014  2.100000E-015  7.679999E-015 -1.600000E-001
  1.499897169420E+002  1.573223714900E+000  2.550000E-015  3.140000E-016  2.590000E-015  1.800000E-001
  1.499902864680E+002  1.601670431400E+000  1.080000E-014  3.450000E-015  5.510000E-015 -4.500000E-001
  1.499946939770E+002  1.563659593000E+000  1.420000E-014  3.060000E-015  1.290000E-014 -3.000000E-002
  1.498881101900E+002  1.700582761120E+000  3.080000E-015  7.030000E-016  2.810000E-015 -2.800000E-001
  1.499038564520E+002  1.439358283460E+000  3.810000E-014  8.729999E-015  2.790000E-014 -6.000000E-002
  1.499618488240E+002  1.431345710320E+000  7.640000E-015  1.640000E-015  7.070000E-015  1.000000E-001
  1.499751595780E+002  1.471186730820E+000  2.090000E-015  3.440000E-016  2.460000E-015  6.000000E-002
  1.499833232280E+002  1.495427012780E+000  5.320000E-015  1.610000E-015  3.400000E-015 -3.400000E-001
  1.499889394210E+002  1.509011701710E+000  4.670000E-015  1.270000E-015  2.170000E-015 -3.000000E-001
  1.499930812760E+002  1.491524632160E+000  2.260000E-014  4.480000E-015  2.230000E-014  1.600000E-001
  1.499946480480E+002  1.508509007150E+000  2.430000E-015  6.500000E-016  2.660000E-015  7.000000E-002
  1.500007203810E+002  1.540965742140E+000  3.440000E-015  2.470000E-016  2.390000E-015  3.600000E-001
  1.500027082570E+002  1.454816879590E+000  7.900000E-015  2.510000E-015  3.790000E-015 -3.400000E-001
  1.500087717290E+002  1.460728724870E+000  4.410000E-015  6.970000E-016  5.480000E-015  2.000000E-001
  1.500189049460E+002  1.509102866680E+000  4.450000E-015  1.240000E-015  2.960000E-015 -1.600000E-001
  1.500226325750E+002  1.587687134660E+000  2.260000E-015  4.950000E-016  2.070000E-015 -2.900000E-001
  1.500228686120E+002  1.586053438230E+000  1.780000E-015  1.190000E-015  2.650000E-015 -1.800000E-001
  1.500232681750E+002  1.533967706740E+000  7.270000E-015  2.110000E-015  4.010000E-015 -3.100000E-001
  1.500251051150E+002  1.572067726500E+000  2.750000E-015  9.550000E-016  3.090000E-015  1.200000E-001
  1.500264011060E+002  1.523114359240E+000  5.970000E-015  2.360000E-015  3.180000E-015 -3.800000E-001
  1.500340202460E+002  1.551827654290E+000  2.820000E-014  8.580000E-015  1.590000E-014 -3.000000E-001
  1.500378878920E+002  1.595871114510E+000  1.980000E-014  6.430000E-015  1.150000E-014 -2.800000E-001
  1.500381969940E+002  1.536641051120E+000  1.430000E-015  2.080000E-016  7.800000E-016  1.400000E-001
  1.500396428860E+002  1.615288833980E+000  4.430000E-015  1.290000E-015  2.280000E-015 -4.400000E-001
  1.500571883260E+002  1.509675892440E+000  9.100000E-014  2.630000E-014  5.450000E-014 -2.800000E-001
  1.500640972060E+002  1.529701960450E+000  1.830000E-013  6.020000E-014  1.620000E-013 -1.200000E-001
  1.500645782980E+002  1.514512324640E+000  9.580000E-015  8.880000E-016  7.010000E-015  6.000000E-002
  1.498997847050E+002  1.679079968570E+000  2.550000E-015  4.050000E-016  2.890000E-015  1.100000E-001
  1.500697445250E+002  1.582603344890E+000  1.900000E-014  3.350000E-015  2.160000E-014  3.000000E-001
  1.500795929770E+002  1.449815043490E+000  1.930000E-013  7.620000E-014  2.900000E-014 -8.400000E-001
  1.500851538740E+002  1.457856825340E+000  4.570000E-015  9.320000E-016  4.070000E-015  2.000000E-002
  1.501095387510E+002  1.449656748490E+000  1.260000E-014  2.320000E-015  1.320000E-014  1.400000E-001
 1.504456630920E+002  2.413563143450E+000  3.540000E-015  1.140000E-015  1.600000E-015 -4.600000E-001
  1.499041614360E+002  1.709680915730E+000  8.580000E-015  2.150000E-015  6.460000E-015 -1.400000E-001
  1.501474507470E+002  1.477765955600E+000  1.210000E-014  3.190000E-015  8.110000E-015 -1.500000E-001
  1.499389302910E+002  1.679264155120E+000  8.190000E-015  1.940000E-015  6.520000E-015 -4.000000E-002
  1.499456710110E+002  1.580630751230E+000  1.430000E-014  6.900000E-015  6.700000E-015 -5.700000E-001
  1.499504733770E+002  1.682752432570E+000  4.790000E-015  6.510000E-016  5.840000E-015  4.400000E-001
  1.499740991290E+002  1.643310090460E+000  4.870000E-015  1.380000E-015  3.760000E-015 -1.800000E-001
  1.499886036450E+002  1.651758571830E+000  5.080000E-015  1.280000E-015  4.100000E-015  6.000000E-002
  1.499928399370E+002  1.646784179380E+000  4.160000E-015  4.030000E-016  6.360000E-015  6.400000E-001
  1.500105541450E+002  1.640787718210E+000  3.930000E-015  1.120000E-015  1.960000E-015 -2.400000E-001
  1.500120763060E+002  1.652067307980E+000  4.390000E-015  1.340000E-015  2.330000E-015 -3.900000E-001
  1.500458886420E+002  1.644592847540E+000  1.570000E-014  1.380000E-015  2.290000E-014  6.100000E-001
  1.500564922860E+002  1.627578522730E+000  1.420000E-014  4.540000E-015  7.679999E-015 -4.000000E-001
  1.500581140660E+002  1.653284106010E+000  1.950000E-015  1.640000E-016  2.840000E-015  7.000000E-001
  1.500748197280E+002  1.659627242590E+000  3.830000E-015  6.210000E-016  3.730000E-015  3.600000E-001
  1.500759668140E+002  1.611034692500E+000  9.460000E-015  1.110000E-015  1.240000E-014  5.100000E-001
  1.496535370820E+002  1.551272149310E+000  1.070000E-014  2.930000E-015  7.340000E-015 -1.300000E-001
  1.496592956880E+002  1.596320757970E+000  4.700000E-015  9.180000E-016  4.530000E-015  4.300000E-001
  1.496635857230E+002  1.599308101510E+000  6.170000E-015  1.210000E-015  6.460000E-015  6.000000E-002
  1.497032212640E+002  1.609017534630E+000  4.050000E-015  1.320000E-015  2.070000E-015 -6.400000E-001
  1.498810054980E+002  1.688264297230E+000  2.820000E-014  7.380000E-015  2.040000E-014 -1.200000E-001
  1.497303707040E+002  1.586091178870E+000  3.590000E-015  6.520000E-016  3.150000E-015  1.400000E-001
  1.497371362250E+002  1.629219949740E+000  2.270000E-014  5.930000E-015  8.940000E-015 -3.800000E-001
  1.497404182600E+002  1.549818765760E+000  4.790000E-015  6.250000E-016  5.910000E-015  3.800000E-001
  1.497530525410E+002  1.513355126100E+000  1.020000E-014  2.550000E-015  7.160000E-015 -2.100000E-001
  1.497957227090E+002  1.540320355230E+000  1.370000E-014  4.130000E-015  8.110000E-015 -3.600000E-001
  1.497971767460E+002  1.606713086090E+000  6.090000E-015  1.330000E-015  5.910000E-015  5.000000E-002
  1.498023666430E+002  1.635703281600E+000  3.330000E-015  8.140000E-016  3.550000E-015 -1.000000E-001
  1.498111436170E+002  1.609633512540E+000  1.700000E-014  4.500000E-015  1.190000E-014 -2.300000E-001
  1.498153394160E+002  1.634600231660E+000  4.050000E-015  8.810000E-016  3.550000E-015 -1.700000E-001
  1.498258548590E+002  1.518239905480E+000  8.240000E-015  1.150000E-015  5.910000E-015 -9.000000E-002
  1.498315408450E+002  1.668043631980E+000  5.800000E-015  5.770000E-016  8.050000E-015  6.000000E-001
  1.498339781780E+002  1.620379095570E+000  5.390000E-015  2.010000E-015  4.350000E-015 -9.900000E+001
  1.498422129090E+002  1.604960378060E+000  6.160000E-014  1.690000E-014  4.160000E-014 -1.600000E-001
  1.498487887630E+002  1.632395281030E+000  5.730000E-015  2.060000E-015  2.200000E-015 -6.300000E-001
  1.498492740790E+002  1.595661448660E+000  7.199999E-015  1.720000E-015  3.920000E-015 -7.000000E-002
  1.498846570680E+002  1.556986947320E+000  3.180000E-015  1.060000E-015  2.330000E-015 -4.400000E-001
  1.502851226160E+002  1.727253018690E+000  2.460000E-015  3.390000E-016  2.280000E-015 -9.900000E+001
 1.505050055560E+002  2.531062392460E+000  1.500000E-014  1.520000E-015  2.160000E-014  4.700000E-001
  1.502379200730E+002  1.516510326670E+000  7.610000E-015  1.750000E-015  6.950000E-015  1.400000E-001
  1.502477751830E+002  1.542418244720E+000  3.230000E-014  3.540000E-015  4.770000E-014  5.200000E-001
  1.502749522940E+002  1.575844676490E+000  1.740000E-014  4.550000E-015  1.350000E-014 -2.200000E-001
  1.502756950070E+002  1.594239611840E+000  3.610000E-015  8.360000E-016  3.180000E-015 -9.900000E+001
  1.502796125730E+002  1.560367470370E+000  1.030000E-014  2.590000E-015  8.050000E-015 -1.400000E-001
  1.503027320110E+002  1.596872330650E+000  5.320000E-015  1.810000E-015  3.090000E-015 -6.200000E-001
 1.505069908480E+002  2.574814568850E+000  5.750000E-015  4.940000E-016  9.000000E-015  5.600000E-001
  1.503114218340E+002  1.499791307610E+000  9.819999E-015  1.980000E-015  1.100000E-014  1.800000E-001
  1.503158062480E+002  1.729762384950E+000  5.400000E-015  1.300000E-015  3.890000E-015 -9.900000E+001
  1.503658769650E+002  1.605105663720E+000  2.290000E-014  2.450000E-015  3.010000E-014 -9.900000E+001
 1.505182182470E+002  2.524802481460E+000  2.460000E-014  6.520000E-015  1.610000E-014 -2.000000E-001
 1.505285767500E+002  2.575639210590E+000  6.820000E-015  1.180000E-015  7.190000E-015  2.600000E-001
 1.505393307840E+002  2.541938550970E+000  9.200000E-015  2.590000E-015  6.300000E-015 -2.100000E-001
 1.505447415390E+002  2.507232367880E+000  7.800000E-014  2.430000E-014  4.560000E-014 -2.700000E-001
 1.505502869380E+002  2.526404693020E+000  6.980000E-015  1.350000E-015  7.190000E-015  1.900000E-001
 1.505673119140E+002  2.503557317360E+000  6.570000E-015  1.320000E-015  6.240000E-015 -2.100000E-001
 1.505726202760E+002  2.499882395870E+000  7.060000E-014  2.230000E-014  4.190000E-014 -2.600000E-001
 1.505791976870E+002  2.493865969020E+000  1.350000E-014  2.030000E-015  1.220000E-014 -1.600000E-001
 1.506005543240E+002  2.518714975130E+000  7.630000E-015  1.410000E-015  7.040000E-015  8.000000E-002
  1.504587930210E+002  1.859449555100E+000  7.250000E-015  1.610000E-015  6.270000E-015  1.300000E-001
 1.506172869050E+002  2.482758643060E+000  9.630000E-015  2.970000E-015  6.060000E-015 -4.600000E-001
