#  RA_x                DEC_x         flux_F         flux_S         flux_H             HR
                                                                                                                                                                                     
 1.501902399854E+002  2.000228912300E+000  7.960000E-015  1.770000E-015  7.300000E-015 -1.100000E-001
  1.501043800086E+002  2.546987987100E+000  1.220000E-015 -4.350000E-016  2.130000E-015 -9.900000E+001
  1.501115326340E+002  2.549734726720E+000  2.760000E-015  8.610000E-016 -2.620000E-015 -9.900000E+001
  1.501152421720E+002  2.582267849250E+000  5.290000E-015  1.220000E-015  4.520000E-015 -7.000000E-002
 1.501955599858E+002  2.004503691200E+000  2.460000E-014  7.230000E-015  1.350000E-014 -4.300000E-001
  1.501241478900E+002  2.512362218030E+000  1.600000E-015  3.190000E-016  1.540000E-015 -1.000000E-001
  1.501302079510E+002  2.611866921360E+000  1.530000E-015  5.450000E-016 -3.020000E-015 -4.300000E-001
  1.501337199898E+002  2.457497077800E+000  2.590000E-015  6.340000E-016 -9.790000E-015 -9.900000E+001
 1.501982199795E+002  1.986367711200E+000  4.250000E-015  6.970000E-016 -4.260000E-015 -9.900000E+001
  1.501383999941E+002  2.466686502400E+000  1.600000E-015  1.650000E-016  2.290000E-015  1.900000E-001
  1.501384294110E+002  2.529402591960E+000  3.050000E-015 -5.540000E-016  4.670000E-015 -9.900000E+001
  1.501433576730E+002  2.606170067860E+000  2.440000E-015  6.820000E-016 -3.930000E-015 -2.500000E-001
  1.501568699953E+002  2.497040320900E+000  1.380000E-015 -6.160000E-016 -9.330000E-015  3.000000E-001
 1.502855699898E+002  2.014616508600E+000  1.920000E-014  5.220000E-015  1.240000E-014 -3.200000E-001
  1.501681851170E+002  2.615691753290E+000  1.770000E-014  6.820000E-015  5.000000E-015 -7.500000E-001
  1.501762639750E+002  2.569785081690E+000 -2.200000E-015  4.360000E-016 -2.030000E-015 -9.900000E+001
  1.501942107730E+002  2.623595311020E+000  3.680000E-015  1.100000E-015 -4.880000E-015 -4.700000E-001
 1.502339399838E+002  1.945200410300E+000  1.360000E-014  3.840000E-015  7.630000E-015 -4.100000E-001
  1.502303301020E+002  2.558475723430E+000  5.860000E-015  2.390000E-015 -2.210000E-015 -9.900000E+001
  1.502334770840E+002  2.476222821440E+000  1.360000E-015  7.430000E-016 -1.310000E-015 -9.900000E+001
 1.502393699843E+002  1.930234895600E+000  1.740000E-014  6.850000E-015 -5.930000E-015 -9.900000E+001
  1.500798900132E+002  2.390045421800E+000  3.030000E-015 -1.390000E-015  4.650000E-015  2.700000E-001
 1.502394599751E+002  1.983891111100E+000  4.000000E-015 -4.480000E-016  7.600000E-015 -9.900000E+001
  1.501536299969E+002  2.399451015100E+000  9.180000E-016  3.940000E-016 -2.400000E-015 -9.900000E+001
 1.502533799751E+002  1.996726394700E+000  2.750000E-014  8.240000E-015  1.390000E-014 -4.700000E-001
1.502879200031E+002  2.131909631700E+000  1.460000E-014  4.370000E-015  7.300000E-015 -4.800000E-001
 1.502577100028E+002  2.010683791400E+000  4.870000E-015 -5.680000E-016  9.090000E-015 -9.900000E+001
 1.502640099741E+002  1.947392206500E+000  1.000000E-014  2.870000E-015  5.410000E-015 -4.400000E-001
  1.502320899886E+002  2.395438666700E+000  2.180000E-015  2.780000E-016  2.800000E-015  1.100000E-001
  1.502399599753E+002  2.353296279900E+000  1.550000E-015 -4.480000E-016  3.130000E-015  7.000000E-001
  1.502451999985E+002  2.355751270200E+000  1.990000E-015  4.230000E-016 -7.690000E-015 -9.900000E+001
  1.502530099943E+002  2.277925466800E+000  3.490000E-015  1.100000E-015 -8.510000E-015 -9.900000E+001
 1.502650999950E+002  2.007612187600E+000  1.030000E-014  2.780000E-015  6.570000E-015 -3.400000E-001
 1.502733099848E+002  1.934310989800E+000  6.220000E-014  1.470000E-014  4.440000E-014 -2.100000E-001
  1.503253099961E+002  2.373970008300E+000  1.900000E-015 -9.829999E-016 -8.790000E-015  1.200000E-001
 1.502809199976E+002  1.954686513500E+000  3.250000E-015  9.189999E-016  2.140000E-015 -4.200000E-001
 1.503086299787E+002  1.891496412000E+000  1.660000E-014  3.300000E-015  1.650000E-014  3.000000E-002
 1.503087999886E+002  1.912295197900E+000  5.200000E-014  1.380000E-014  3.220000E-014 -3.300000E-001
  1.502734899934E+002  2.171309205900E+000  1.480000E-015  3.850000E-016 -7.450000E-015  2.100000E-001
 1.503117699997E+002  1.978029094100E+000  1.650000E-014  4.500000E-015  9.420000E-015 -3.900000E-001
  1.503187299981E+002  2.247690685100E+000  2.780000E-015  8.750000E-016  3.680000E-015 -1.300000E-001
 1.503271199850E+002  1.928557911600E+000  3.000000E-014  8.750000E-015  1.490000E-014 -4.600000E-001
  1.503260899774E+002  2.098265593400E+000  1.100000E-015  4.170000E-016 -5.230000E-015 -9.900000E+001
  1.503472499888E+002  2.202245472200E+000  1.160000E-015  2.810000E-016 -6.930000E-015 -4.600000E-001
  1.503479699790E+002  2.211583072700E+000  1.440000E-015 -3.360000E-016  2.980000E-015 -9.900000E+001
  1.503523299872E+002  2.098252306400E+000  1.590000E-015 -2.250000E-016  3.340000E-015 -9.900000E+001
 1.503387068280E+002  1.928051736990E+000  3.080000E-015  9.489999E-016  1.670000E-015 -9.900000E+001
1.502616599742E+002  2.054727094600E+000  1.200000E-014  2.710000E-015  1.050000E-014 -1.200000E-001
 1.503525624830E+002  1.932026718380E+000  8.010000E-015  1.910000E-015  6.280000E-015 -1.300000E-001
  1.498584183190E+002  1.745712095230E+000  8.490000E-015  2.290000E-015  5.650000E-015 -3.000000E-001
  1.504341963250E+002  2.493064896010E+000  7.090000E-015  8.290000E-016  9.680000E-015  4.500000E-001
  1.503828035430E+002  2.559895757100E+000  6.720000E-015  2.030000E-015  4.240000E-015 -2.600000E-001
  1.497658974500E+002  2.648439336770E+000  1.190000E-014  1.890000E-015  1.390000E-014 -9.900000E+001
  1.497728004050E+002  2.636309858450E+000  7.710000E-015  1.900000E-015  4.570000E-015 -3.700000E-001
  1.497853080310E+002  2.646316284930E+000  7.730000E-015  1.020000E-015  9.810000E-015  2.600000E-001
  1.497418021400E+002  2.585367412920E+000  6.190000E-015  4.070000E-016  7.350000E-015 -2.000000E-002
  1.504510599887E+002  2.280134415000E+000  2.060000E-015 -7.480000E-016 -1.410000E-014 -9.900000E+001
 1.504181704940E+002  1.976660610050E+000  2.220000E-014  2.850000E-015  2.780000E-014  3.900000E-001
  1.499611100000E+002  2.387630000000E+000  4.680000E-015  1.650000E-015  3.340000E-015 -4.200000E-001
 1.503594481330E+002  1.936535247000E+000  1.920000E-015  6.830000E-016 -3.870000E-015 -3.100000E-001
 1.503661515180E+002  1.924613984490E+000  3.510000E-015  9.210000E-016  2.480000E-015 -2.200000E-001
 1.503709666950E+002  1.953218898080E+000  9.439999E-015  1.120000E-015  1.240000E-014  4.400000E-001
 1.503790399980E+002  1.876086798690E+000  6.090000E-015  1.420000E-015  5.030000E-015 -1.100000E-001
 1.503792496680E+002  1.959239960550E+000  3.390000E-015  7.040000E-016  3.020000E-015 -1.300000E-001
 1.503813287020E+002  1.932635571710E+000  2.030000E-015  3.820000E-016  2.160000E-015 -9.900000E+001
 1.503867345710E+002  1.966603520720E+000  1.170000E-014  3.330000E-015  6.590000E-015 -3.400000E-001
1.502675099840E+002  2.055629290000E+000  1.270000E-014  3.380000E-015  8.690000E-015 -3.000000E-001
 1.503923877740E+002  1.875707405140E+000  7.090000E-015  2.070000E-015  4.510000E-015 -3.600000E-001
 1.504009001990E+002  1.911953364970E+000  2.490000E-014  6.410000E-015  1.890000E-014 -1.500000E-001
 1.504020123210E+002  1.878703331580E+000  7.810000E-015  3.680000E-015  5.180000E-015 -3.300000E-001
 1.504078396600E+002  1.867605857400E+000  3.660000E-015  1.400000E-015  4.240000E-015 -2.800000E-001
 1.504157814180E+002  1.967811583810E+000  8.900000E-015  2.210000E-015  7.230000E-015 -1.100000E-001
 1.504207589750E+002  1.945326929740E+000  2.220000E-014  5.110000E-015  1.910000E-014 -7.000000E-002
 1.504248551100E+002  1.900257735540E+000  5.620000E-015  1.460000E-015  3.780000E-015 -2.800000E-001
 1.504260115800E+002  1.888833648340E+000  4.780000E-015  2.050000E-015  1.250000E-015 -8.400000E-001
 1.504290531910E+002  1.911677476230E+000  5.770000E-015  1.600000E-015  4.210000E-015 -2.900000E-001
 1.504310908380E+002  1.935259663530E+000  1.750000E-014  4.870000E-015  1.160000E-014 -3.000000E-001
1.501997399769E+002  2.190907224900E+000  1.900000E-014  5.450000E-015  1.120000E-014 -3.800000E-001
 1.504400479940E+002  1.855885179600E+000  6.040000E-015  2.100000E-015  2.940000E-015 -2.500000E-001
 1.504676174560E+002  1.935766641160E+000  4.600000E-015 -4.800000E-016  7.740000E-015 -9.900000E+001
 1.498681100075E+002  2.304906086500E+000  1.210000E-014  2.230000E-015  1.240000E-014  6.000000E-002
 1.498953799782E+002  2.239537693700E+000  1.320000E-014  4.110000E-015  5.900000E-015 -5.300000E-001
 1.497713199655E+002  2.258394723300E+000  7.140000E-014  1.810000E-014  5.110000E-014 -2.400000E-001
 1.497790399623E+002  2.232795681300E+000  8.810001E-015  1.950000E-015  9.120000E-015 -3.000000E-002
 1.498039599542E+002  2.288103280200E+000  4.620000E-015  1.090000E-015  3.220000E-015 -3.000000E-001
 1.498084899675E+002  2.313857799400E+000  1.020000E-014  2.800000E-015  6.230000E-015 -3.700000E-001
 1.498169899971E+002  2.236045788800E+000  8.760000E-015  1.500000E-015  7.390000E-015 -2.000000E-002
 1.498217099797E+002  2.254722418900E+000  7.960000E-015  2.040000E-015  5.110000E-015 -3.400000E-001
1.501703999800E+002  2.121474697300E+000  5.600000E-015  1.530000E-015  4.890000E-015 -2.400000E-001
 1.498236300146E+002  2.228306481200E+000  3.610000E-015  1.220000E-015  1.420000E-015 -9.900000E+001
 1.498339999889E+002  2.308836210800E+000  3.140000E-014  7.480000E-015  2.440000E-014 -1.800000E-001
 1.498590399742E+002  2.258261877400E+000  2.180000E-014  5.710000E-015  1.470000E-014 -3.000000E-001
 1.498696800073E+002  2.294064324500E+000  1.410000E-014  2.700000E-015  1.400000E-014  3.000000E-002
 1.498919300006E+002  2.285166688900E+000  4.440000E-014  1.240000E-014  2.840000E-014 -3.400000E-001
 1.499017399837E+002  2.270788673000E+000  7.960000E-015  1.630000E-015  7.170000E-015 -6.000000E-002
 1.498129000076E+002  2.345492071700E+000  9.730000E-015  2.750000E-015  4.470000E-015 -4.900000E-001
 1.497008956910E+002  2.402589317110E+000  1.610000E-013  3.660000E-014  1.250000E-013 -8.000000E-002
 1.497439259810E+002  2.249842266180E+000  2.290000E-013  7.080000E-014  1.700000E-013 -2.400000E-001
 1.497715199635E+002  2.281415183100E+000  6.230000E-015  1.570000E-015  4.130000E-015 -3.200000E-001
1.501797999765E+002  2.110339907700E+000  7.540000E-014  2.120000E-014  4.200000E-014 -4.000000E-001
 1.497897699818E+002  2.321269323100E+000  7.300000E-014  1.970000E-014  4.260000E-014 -3.600000E-001
 1.496648318690E+002  2.310308646240E+000  7.230000E-015  2.490000E-015  3.260000E-015 -6.900000E-001
 1.496667805820E+002  2.286529193900E+000  3.160000E-014  9.980000E-015  1.700000E-014 -4.300000E-001
 1.496747044840E+002  2.275589691440E+000  1.160000E-014  2.740000E-015  8.380000E-015 -2.800000E-001
 1.496786672890E+002  2.348974952560E+000  1.210000E-014  2.840000E-015  9.699999E-015 -1.700000E-001
 1.496907280320E+002  2.264027909030E+000  1.530000E-014  3.000000E-015  1.230000E-014  0.000000E+000
 1.496910572190E+002  2.335656520060E+000  9.560000E-015  1.750000E-015  1.060000E-014  1.200000E-001
 1.496932873870E+002  2.267532552670E+000  1.220000E-014  3.410000E-015 -1.160000E-014 -1.700000E-001
 1.496958516730E+002  2.264632709560E+000  4.420000E-014  9.410000E-015  4.570000E-014  8.000000E-002
 1.497064011030E+002  2.278026087080E+000  1.880000E-014  5.310000E-015  1.080000E-014 -3.400000E-001
1.501808699845E+002  2.075996593100E+000  4.900000E-015  1.250000E-015 -1.470000E-014 -4.000000E-001
 1.497117207550E+002  2.365265655810E+000  6.450000E-015  1.120000E-015  8.290000E-015  2.800000E-001
 1.497142665500E+002  2.355478218620E+000  4.050000E-015  1.450000E-015 -3.420000E-015 -7.100000E-001
 1.497152899723E+002  2.259272580000E+000  4.800000E-015  1.150000E-015 -1.010000E-014 -9.900000E+001
 1.497152290980E+002  2.299417858080E+000  7.310000E-015  1.870000E-015  5.430000E-015 -9.900000E+001
 1.497207532870E+002  2.349090416020E+000  7.120000E-014  2.120000E-014  4.330000E-014 -3.600000E-001
 1.497302126070E+002  2.254727750710E+000  4.960000E-015  8.620000E-016  6.160000E-015  3.100000E-001
 1.497307850330E+002  2.313179508530E+000  5.490000E-015  1.740000E-015  3.390000E-015 -3.900000E-001
 1.497375099616E+002  2.263628523700E+000  1.770000E-015  3.750000E-016 -7.390000E-015 -9.900000E+001
 1.497387365360E+002  2.366370813340E+000  3.190000E-014  9.060001E-015  2.050000E-014 -2.800000E-001
 1.497489855150E+002  2.324245032490E+000  4.200000E-015  7.570000E-016  4.210000E-015  2.300000E-001
1.501896600032E+002  2.159718017400E+000  6.090000E-015  1.430000E-015  4.100000E-015 -2.900000E-001
 1.497614945160E+002  2.318570927080E+000  5.960000E-013  1.690000E-013  3.690000E-013 -2.800000E-001
 1.497634651230E+002  2.334274236480E+000  9.050000E-015  1.780000E-015  8.550001E-015  7.000000E-002
 1.497776056380E+002  2.348588839410E+000  3.850000E-015  7.720000E-016  3.510000E-015  2.900000E-001
 1.500458999694E+002  2.201257901500E+000  1.200000E-014  3.370000E-015  6.050000E-015 -4.500000E-001
 1.499779600026E+002  2.285355271700E+000  3.270000E-014  1.200000E-014  2.530000E-015 -9.100000E-001
 1.500284300097E+002  2.210000528600E+000  2.920000E-014  8.310001E-015  1.710000E-014 -3.800000E-001
 1.499123999938E+002  2.200375589200E+000  3.390000E-014  1.090000E-014  1.490000E-014 -5.400000E-001
 1.499387899834E+002  2.174922531200E+000  1.180000E-014  1.910000E-015  1.250000E-014  1.400000E-001
 1.499609999855E+002  2.218565907500E+000  1.630000E-014  3.560000E-015  1.480000E-014 -8.000000E-002
 1.499635399563E+002  2.241513007400E+000  8.100001E-015  2.350000E-015  4.260000E-015 -4.700000E-001
1.501942599730E+002  2.106865599300E+000  6.190000E-015  7.480000E-016  6.810000E-015  2.200000E-001
 1.499936299669E+002  2.258576187600E+000  2.840000E-014  7.100000E-015  2.310000E-014 -1.800000E-001
 1.500025700109E+002  2.258663191000E+000  1.290000E-014  1.520000E-015  1.790000E-014  4.000000E-001
 1.500044299853E+002  2.237200507800E+000  3.750000E-014  1.050000E-014  2.140000E-014 -3.900000E-001
 1.499287499987E+002  2.298050908600E+000  1.200000E-014  3.490000E-015  6.600000E-015 -4.300000E-001
 1.498680000160E+002  2.330742130800E+000  2.430000E-014  6.850000E-015  1.270000E-014 -4.300000E-001
 1.498717199883E+002  2.342875684700E+000  1.080000E-014  2.940000E-015  6.230000E-015 -3.800000E-001
 1.498842399726E+002  2.338138567500E+000  1.400000E-014  9.760001E-016  2.260000E-014  6.200000E-001
 1.500551699684E+002  2.143214721400E+000  2.150000E-014  4.090000E-015  2.230000E-014  7.000000E-002
 1.500645299693E+002  2.191000477200E+000  1.530000E-014  2.830000E-015  1.620000E-014  8.000000E-002
1.501958099860E+002  2.119341405600E+000  8.310001E-015  1.610000E-015  8.090000E-015 -1.000000E-002
 1.500668199875E+002  2.210518086900E+000  5.600000E-015 -1.220000E-015  9.640001E-015  8.300000E-001
 1.500849799800E+002  2.153944489600E+000  2.170000E-014  5.940000E-015  1.440000E-014 -3.300000E-001
 1.500927899814E+002  2.172109116200E+000  4.330000E-015  1.080000E-015  2.910000E-015 -3.500000E-001
 1.500958199838E+002  2.145085624900E+000  1.870000E-014  4.470000E-015  1.240000E-014 -2.700000E-001
 1.501001500207E+002  2.200002010500E+000  6.470000E-015  1.130000E-015  7.360000E-015  9.000000E-002
 1.501004100002E+002  2.174713566800E+000  4.160000E-015  9.829999E-016  2.090000E-015 -4.300000E-001
 1.501009099939E+002  2.167789732400E+000  1.010000E-014  2.430000E-015  6.630000E-015 -2.900000E-001
 1.501019800033E+002  2.105513289400E+000  4.460000E-014  1.120000E-014  3.070000E-014 -2.400000E-001
 1.501055700098E+002  2.126309224700E+000  4.330000E-014  1.020000E-014  3.530000E-014 -1.500000E-001
 1.501089499571E+002  2.131553423900E+000  3.830000E-015 -1.290000E-015  6.660000E-015  7.300000E-001
1.501988999933E+002  2.132551191000E+000  7.100000E-015  1.120000E-015  6.960000E-015  7.000000E-002
 1.501130300166E+002  2.165052384300E+000  7.000000E-015  1.870000E-015  4.040000E-015 -3.900000E-001
 1.500225599575E+002  2.140156321700E+000  7.190000E-015  1.420000E-015  6.900000E-015 -4.000000E-002
 1.499691999956E+002  2.304832509000E+000  8.210000E-015  1.560000E-015  7.900000E-015  0.000000E+000
 1.499792999923E+002  2.309094888000E+000  7.679999E-015  1.100000E-015  9.030000E-015  2.000000E-001
 1.499938599725E+002  2.301447188500E+000  4.850000E-014  1.460000E-014  2.400000E-014 -4.700000E-001
 1.500092199808E+002  2.275603128700E+000  6.990000E-014  2.090000E-014  3.470000E-014 -4.700000E-001
 1.504747388170E+002  2.093939402770E+000  6.010000E-014  9.850000E-015  6.950000E-014  2.100000E-001
 1.504064774920E+002  2.075642183400E+000  1.410000E-014  3.760000E-015  9.890001E-015 -2.000000E-001
 1.504183725370E+002  2.085110547470E+000  5.580000E-014  1.600000E-014  3.570000E-014 -2.700000E-001
1.502018600008E+002  2.126401377300E+000  1.320000E-014  4.980000E-015  2.470000E-015 -8.200000E-001
 1.504196633460E+002  2.005875973670E+000  3.130000E-015  8.350001E-016  2.090000E-015 -1.100000E-001
 1.504225954070E+002  2.014101750660E+000  1.190000E-014  3.550000E-015  6.470000E-015 -4.100000E-001
 1.504249210420E+002  2.066166764210E+000  1.240000E-014  7.210000E-016  2.030000E-014  7.200000E-001
 1.504272158620E+002  2.083035203770E+000  2.460000E-014  6.840000E-015  1.550000E-014 -3.000000E-001
 1.504272935490E+002  2.054082423190E+000  5.160000E-015  1.850000E-015  2.100000E-015 -8.200000E-001
 1.504304891370E+002  1.988109063300E+000  1.400000E-014  1.870000E-015  1.840000E-014  4.200000E-001
 1.504427295720E+002  2.020363171010E+000  2.720000E-015 -3.230000E-016  4.820000E-015 -9.900000E+001
 1.504436873330E+002  2.049095086390E+000  9.980000E-014  3.030000E-014  5.520000E-014 -4.300000E-001
 1.504461310320E+002  2.043503188520E+000  3.760000E-014  9.780000E-015  2.890000E-014 -2.100000E-001
 1.504485952730E+002  2.092809913480E+000  3.770000E-015  8.020001E-016  3.200000E-015 -1.400000E-001
1.502063199877E+002  2.120688405800E+000  3.410000E-015  1.430000E-015 -3.000000E-015 -9.900000E+001
 1.504577805070E+002  2.062388101860E+000  5.200000E-015  1.100000E-015  4.670000E-015 -1.200000E-001
 1.504604476100E+002  1.976813048190E+000  1.380000E-014  4.000000E-015  9.330000E-015 -2.700000E-001
 1.504630748970E+002  2.008976091720E+000  1.060000E-013  3.240000E-014  5.580000E-014 -4.400000E-001
 1.504733284450E+002  2.044354339390E+000  5.450000E-015  1.130000E-015  5.730000E-015  8.000000E-002
 1.504871892320E+002  2.016368776500E+000  2.200000E-014  6.580000E-015  1.380000E-014 -2.700000E-001
 1.505062785170E+002  2.058116297520E+000  1.190000E-014  2.910000E-015  6.650000E-015 -2.600000E-001
 1.505106453830E+002  2.029089092620E+000  2.340000E-014  5.360000E-015  2.200000E-014 -5.000000E-002
 1.499593099937E+002  2.356381421500E+000  8.570000E-015  2.180000E-015  5.870000E-015 -2.800000E-001
 1.499776800095E+002  2.397739396700E+000  1.260000E-014  2.890000E-015  1.010000E-014 -1.600000E-001
 1.499197100036E+002  2.327482167900E+000  1.140000E-013  3.190000E-014  6.690000E-014 -3.600000E-001
1.502078899747E+002  2.083385702500E+000  1.820000E-013  5.480000E-014  7.540000E-014 -5.400000E-001
 1.499322999840E+002  2.335557893600E+000  1.300000E-014  6.400000E-016  1.580000E-014  6.300000E-001
 1.499454899905E+002  2.369273721800E+000  4.100000E-014  1.240000E-014  2.040000E-014 -4.700000E-001
 1.499575199969E+002  2.395788169100E+000  8.630000E-015  2.500000E-015  4.350000E-015 -4.800000E-001
 1.498264399734E+002  2.396831797600E+000  1.010000E-014  1.610000E-015  1.200000E-014  1.800000E-001
 1.498481499839E+002  2.374315708800E+000  7.820000E-015  2.710000E-015  2.750000E-015 -6.500000E-001
 1.498488800090E+002  2.423058267800E+000  4.540000E-015  1.430000E-015 -9.420000E-015 -9.900000E+001
 1.498503199659E+002  2.398533607100E+000  2.310000E-014  5.970000E-015  1.390000E-014 -3.400000E-001
 1.498584499817E+002  2.409299076000E+000  2.200000E-014  5.710000E-015  1.510000E-014 -2.900000E-001
 1.498707499982E+002  2.417327868300E+000  1.030000E-014  3.210000E-015  5.020000E-015 -5.200000E-001
 1.498832600001E+002  2.346769805600E+000  1.650000E-014  4.690000E-015  9.819999E-015 -3.900000E-001
1.502243199967E+002  2.105686414300E+000  9.439999E-015  2.780000E-015  4.990000E-015 -4.600000E-001
 1.499168400167E+002  2.385225974200E+000  4.550000E-014  1.310000E-014  2.680000E-014 -3.900000E-001
 1.496886355970E+002  2.411773726260E+000  2.080000E-014  4.040000E-015  1.900000E-014 -7.000000E-002
 1.496988324710E+002  2.441263414140E+000  3.720000E-014  1.180000E-014  2.520000E-014 -4.100000E-001
 1.497060060180E+002  2.419790163980E+000  1.750000E-013  5.020000E-014  9.460000E-014 -3.700000E-001
 1.497264648080E+002  2.419349710540E+000  2.880000E-015 -6.070000E-016  4.090000E-015  4.500000E-001
 1.497303258980E+002  2.453770845680E+000  1.960000E-014  5.280000E-015  1.320000E-014 -2.700000E-001
 1.497334547410E+002  2.511099478660E+000  8.290000E-015  3.520000E-015 -2.460000E-015 -9.900000E+001
 1.497385074110E+002  2.433913163970E+000  5.400000E-015  1.720000E-015  3.110000E-015 -4.500000E-001
 1.497508849910E+002  2.469810855200E+000  2.700000E-014  9.020000E-015  1.200000E-014 -5.400000E-001
 1.497588232670E+002  2.476992337150E+000  5.540000E-015  1.080000E-015  4.790000E-015 -1.700000E-001
1.502274999739E+002  2.114611595200E+000  1.300000E-014  3.440000E-015  9.819999E-015 -2.600000E-001
 1.497605997080E+002  2.419910034810E+000  2.180000E-014  6.370000E-015  1.260000E-014 -5.800000E-001
 1.497617911130E+002  2.434777307810E+000  7.800000E-015  2.400000E-015  4.580000E-015 -9.900000E+001
 1.497680690380E+002  2.431339385070E+000  3.950000E-014  8.080000E-015  3.840000E-014 -1.400000E-001
 1.497835914610E+002  2.390700068170E+000  3.610000E-015  1.100000E-015  2.040000E-015 -9.900000E+001
 1.497866168060E+002  2.378500861090E+000  2.630000E-015  6.600000E-016  2.410000E-015 -3.900000E-001
 1.497897198450E+002  2.432101908750E+000  2.050000E-015 -5.080000E-016  2.730000E-015  4.600000E-001
 1.498091146900E+002  2.480158404800E+000  5.500000E-015  7.570000E-016  6.960000E-015  5.100000E-001
 1.500404999962E+002  2.397089032500E+000  2.540000E-014  1.020000E-014 -4.710000E-015 -9.900000E+001
 1.499699599572E+002  2.335330479800E+000  4.880000E-015 -8.180000E-016  8.420000E-015  8.400000E-001
 1.499815599702E+002  2.315056131700E+000  1.180000E-014  2.540000E-015  1.040000E-014 -9.000000E-002
1.503435999862E+002  2.140771375100E+000  2.250000E-014  6.140000E-015  1.300000E-014 -3.800000E-001
 1.499933499728E+002  2.377230365900E+000  2.830000E-014  1.450000E-015  4.860000E-014  7.300000E-001
 1.500041299815E+002  2.389188806100E+000  1.270000E-014  3.750000E-015  5.590000E-015 -5.200000E-001
 1.500198400086E+002  2.349121820200E+000  2.290000E-014  5.130000E-015  2.180000E-014 -6.000000E-002
 1.500303199849E+002  2.358694292600E+000  1.380000E-014  3.930000E-015  6.110000E-015 -5.100000E-001
 1.500487100020E+002  2.322196696500E+000  9.920000E-015  2.910000E-015  4.560000E-015 -5.100000E-001
 1.500565999873E+002  2.373772589100E+000  6.230000E-015  1.720000E-015  4.070000E-015 -3.500000E-001
 1.504495299945E+002  2.246322624700E+000  5.500000E-014  1.620000E-014  3.000000E-014 -4.100000E-001
 1.504233087350E+002  2.133031008260E+000  5.110000E-014  2.220000E-014  6.380000E-015 -9.500000E-001
 1.504354247480E+002  2.142766393420E+000  1.110000E-014  2.560000E-015  9.490000E-015 -1.400000E-001
 1.504425262340E+002  2.159985824870E+000  2.190000E-015  6.270000E-016  1.410000E-015 -1.400000E-001
1.503118600022E+002  2.035760914700E+000  5.700000E-014  1.500000E-014  3.710000E-014 -3.100000E-001
 1.504424479700E+002  2.118424678660E+000  4.330000E-015  9.400000E-016  3.570000E-015 -6.200000E-001
 1.504425467360E+002  2.166266351880E+000  2.880000E-015  1.040000E-015  1.510000E-015 -9.900000E+001
 1.504509634770E+002  2.192389951090E+000  1.790000E-015  6.570000E-016 -2.130000E-015 -9.900000E+001
 1.504518655530E+002  2.144791828560E+000  1.050000E-014  3.000000E-015  6.620000E-015 -3.400000E-001
 1.504591981930E+002  2.185639179010E+000  2.580000E-015  7.770000E-016  1.650000E-015 -2.200000E-001
 1.504610380390E+002  2.122561460080E+000  9.800000E-015  2.580000E-015  7.199999E-015 -6.200000E-001
 1.504674396920E+002  2.199457172150E+000  4.280000E-013  1.640000E-013  7.900000E-014 -7.900000E-001
 1.504728227180E+002  2.197931186660E+000  2.150000E-014  7.679999E-015  7.750000E-015 -6.000000E-001
 1.504844362490E+002  2.161905102450E+000  2.350000E-014  6.770000E-015  1.420000E-014 -4.500000E-001
 1.504883956410E+002  2.150450840750E+000  6.410000E-015  1.740000E-015  4.120000E-015 -9.900000E+001
1.503180299756E+002  2.055206990300E+000  1.930000E-014  4.480000E-015  1.470000E-014 -1.900000E-001
 1.505101179960E+002  2.102556528560E+000  7.870000E-015  1.940000E-015  6.310000E-015 -2.000000E-002
 1.505130147210E+002  2.151855542000E+000  1.850000E-015 -5.130000E-016  3.380000E-015  6.200000E-001
 1.505145295590E+002  2.134466630410E+000  9.040000E-015  2.270000E-015  7.560000E-015 -1.300000E-001
 1.505319732900E+002  2.188932893810E+000  2.490000E-014  7.470000E-015  1.120000E-014 -5.100000E-001
 1.505403667530E+002  2.167873540470E+000  1.940000E-014  4.640000E-015  1.750000E-014 -9.000000E-002
 1.505590728340E+002  2.177274842790E+000  1.080000E-014  3.290000E-015  6.770000E-015 -2.300000E-001
 1.498602183790E+002  2.544635913400E+000  2.430000E-014  6.860000E-015  1.520000E-014 -5.800000E-001
 1.498763681410E+002  2.568621263950E+000  1.170000E-014  1.920000E-015  1.360000E-014  4.200000E-001
 1.498824699830E+002  2.505174216600E+000  2.120000E-014  5.210000E-015  1.510000E-014 -2.400000E-001
 1.498854700171E+002  2.510646319100E+000  1.340000E-014  3.600000E-015  8.600000E-015 -3.300000E-001
1.503233999871E+002  2.100496788100E+000  5.420000E-015  1.340000E-015  4.590000E-015 -2.200000E-001
 1.498917399783E+002  2.578878598900E+000  1.630000E-014  4.280000E-015  1.140000E-014 -2.700000E-001
 1.498994199989E+002  2.511609129200E+000  3.060000E-014  7.040000E-015  2.580000E-014 -1.300000E-001
 1.499202000136E+002  2.514269116800E+000  7.160000E-015  1.910000E-015  4.010000E-015 -4.100000E-001
 1.499205399726E+002  2.543668478000E+000  8.380000E-015  2.640000E-015  3.560000E-015 -5.800000E-001
 1.499259699750E+002  2.526396531300E+000  1.280000E-014  1.540000E-015  1.530000E-014  3.200000E-001
 1.499447099928E+002  2.493663781200E+000  3.330000E-015  8.240000E-016  2.660000E-015 -2.900000E-001
