 NUMBER     AGNF50_AGN
      J              E
                      
 625511  5.000000E-003
 625520  7.000000E-003
 625529  2.810000E-001
 625539  2.200000E-002
 625551  1.000000E-003
 625595           NULL
 625616  4.000000E-003
 625625  9.520000E-001
 625657  3.700000E-002
 625677           NULL
 625686  6.000000E-003
 625688  4.600000E-002
 625714  7.400000E-002
 625792  5.860000E-001
 625798  2.000000E-002
 625839           NULL
 625840  2.970000E-001
 625915  6.000000E-003
 626026  1.040000E-001
 626034  7.100000E-002
 626041  1.300000E-002
 626116  8.700000E-002
 626119  1.400000E-002
 626175  2.380000E-001
 626240           NULL
 626289  1.060000E-001
 626301  2.280000E-001
 626330  1.300000E-002
 626341  3.000000E-003
 626390  1.040000E-001
 626394  2.400000E-002
 626444  1.420000E-001
 626476  1.200000E-002
 626509           NULL
 626520  3.900000E-002
 626522  4.200000E-002
 626648  1.280000E-001
 626716  3.000000E-003
 626816  2.000000E-003
 626818  8.000000E-003
 626822  1.700000E-002
 626836  6.100000E-002
 626862  5.100000E-002
 626885  3.900000E-002
 626892           NULL
 626923  1.000000E-003
 626933  3.000000E-003
 626958  8.900000E-002
 627032  2.100000E-002
 627037  8.000000E-003
 627069  1.620000E-001
 627107  1.400000E-002
 627119  1.940000E-001
 627188  7.380000E-001
 627270  8.200000E-002
 627274  1.800000E-002
 627313  5.800000E-002
 627324  7.000000E-003
 627356  5.000000E-003
 627362  6.500000E-002
 627365  2.400000E-002
 627367  4.020000E-001
 627373  1.150000E-001
 627376  1.540000E-001
 627399  9.000000E-003
 627449  7.300000E-002
 627461  1.200000E-002
 627471  2.000000E-003
 627473  3.100000E-002
 627515  3.800000E-002
 627520           NULL
 627555  5.700000E-002
 627564  1.600000E-002
 627630  2.000000E-003
 627651  1.000000E-003
 627718  6.000000E-002
 627736  3.000000E-003
 627769  1.800000E-002
 627781  2.600000E-002
 627796  9.650000E-001
 627823           NULL
 627824  7.000000E-003
 627827  1.190000E-001
 627849  3.000000E-003
 627857  4.000000E-002
 627880           NULL
 627893  2.000000E-003
 627907  1.520000E-001
 627952  8.000000E-003
 627967  2.200000E-002
 627971  6.000000E-003
 628017  1.000000E-002
 628019  2.000000E-002
 628059  3.380000E-001
 628093  6.000000E-003
 628103  2.600000E-001
 628146  4.000000E-003
 628179           NULL
 628262  1.100000E-002
 628284  1.800000E-002
 628334  2.000000E-003
 628347  8.000000E-003
 628355  1.000000E-002
 628424  2.780000E-001
 628448  8.100000E-002
 628497  2.800000E-002
 628555  2.020000E-001
 628573  2.500000E-002
 628588  5.000000E-002
 628650  3.000000E-003
 628665  2.380000E-001
 628685  6.100000E-002
 628748  1.300000E-002
 628760  1.700000E-002
 628777  8.800000E-002
 628809  3.500000E-002
 628848  2.000000E-003
 628871  4.000000E-003
 628878  5.000000E-003
 628904  2.000000E-003
 628961  2.400000E-002
 628990  4.600000E-002
 629093  2.830000E-001
 629130  8.000000E-002
 629139  2.530000E-001
 629150  3.000000E-003
 629158  2.000000E-003
 629207           NULL
 629226  3.360000E-001
 629248  1.460000E-001
 629273  7.100000E-002
 629309  2.000000E-002
 629377           NULL
 629390  2.900000E-002
 629400  5.000000E-003
 629403  1.900000E-002
 629412  5.670000E-001
 629486  1.790000E-001
 629488  4.000000E-002
 629507  1.000000E-003
 629623  6.400000E-002
 629638  9.000000E-003
 629641  2.000000E-002
 629731  1.230000E-001
 629735  8.000000E-003
 629746  1.040000E-001
 629747           NULL
 629767  7.350000E-001
 629776           NULL
 629787  1.400000E-002
 629804  1.200000E-001
 629822           NULL
 629823  4.700000E-002
 629828  2.600000E-002
 629860  2.000000E-003
 629919  3.400000E-002
 629946  1.400000E-002
 629957  3.300000E-002
 629967           NULL
 629988           NULL
 629991           NULL
 630006  8.200000E-002
 630134  2.900000E-002
 630156  3.000000E-003
 630211           NULL
 630224  2.000000E-003
 630240  2.200000E-002
 630251  5.100000E-002
 630277  1.300000E-001
 630287           NULL
 630317  8.800000E-002
 630328  9.000000E-002
 630399           NULL
 630407  1.100000E-002
 630428  2.500000E-002
 630435           NULL
 630455  2.300000E-002
 630459  1.300000E-002
 630503           NULL
 630511  6.000000E-003
 630513  1.160000E-001
 630519  5.000000E-003
 630553  1.400000E-002
 630589  5.900000E-002
 630599  8.200000E-002
 630607  8.000000E-002
 630637  3.000000E-003
 630663           NULL
 630683  8.400000E-002
 630686  1.200000E-002
 630717  1.200000E-002
 630745  7.000000E-003
 630751  2.010000E-001
 630828  1.650000E-001
 630889  7.900000E-002
 630890  3.800000E-002
 630951  2.040000E-001
 631010  3.250000E-001
 631014           NULL
 631029  1.300000E-002
 631044  2.500000E-002
 631076  8.000000E-003
 631114  1.230000E-001
 631156  3.900000E-002
 631157           NULL
 631161           NULL
 631172  8.000000E-002
 631234  2.000000E-001
 631257  1.370000E-001
 631272           NULL
 631292  7.600000E-002
 631339           NULL
 631380  6.100000E-002
 631413  1.440000E-001
 631430  5.000000E-003
 631471  2.500000E-002
 631484  7.000000E-003
 631486  3.000000E-002
 631511  7.720000E-001
 631519  5.000000E-003
 631549  6.000000E-003
 631559  1.000000E-002
 631603  9.000000E-003
 631613  8.300000E-002
 631634  3.000000E-003
 631646  6.000000E-003
 631688  1.250000E-001
 631720           NULL
 631729  1.130000E-001
 631881  1.230000E-001
 631907  1.600000E-002
 631930  5.920000E-001
 631934  1.100000E-002
 631964  1.200000E-002
 631992  1.000000E-003
 632022  6.200000E-002
 632025  1.000000E-002
 632049  3.200000E-002
 632063  1.020000E-001
 632080           NULL
 632089  1.200000E-002
 632092  1.500000E-002
 632122  3.100000E-002
 632128  7.000000E-003
 632203  3.300000E-002
 632226           NULL
 632231  4.300000E-002
 632272           NULL
 632277  4.000000E-003
 632279           NULL
 632290  5.400000E-002
 632339           NULL
 632365           NULL
 632367  1.200000E-002
 632376  6.400000E-002
 632378           NULL
 632386  2.500000E-002
 632440  2.700000E-002
 632552  8.000000E-003
 632556  2.000000E-003
 632578  4.000000E-003
 632633  3.000000E-003
 632647           NULL
 632738  1.700000E-002
 632746  1.400000E-002
 632757  3.000000E-003
 632758  3.000000E-002
 632771  2.000000E-003
 632818  3.800000E-002
 632837           NULL
 632848  3.100000E-002
 632869  4.500000E-002
 632886           NULL
 632890  8.000000E-003
 632895  5.600000E-002
 632907  2.900000E-002
 632909  3.000000E-002
 632920  8.000000E-003
 632960  5.200000E-002
 632998           NULL
 633016  1.060000E-001
 633036           NULL
 633088  4.100000E-002
 633094  5.000000E-003
 633150  1.200000E-001
 633170  7.200000E-002
 633216  8.000000E-003
 633298  7.000000E-003
 633300           NULL
 633369  1.000000E-002
 633373  1.200000E-002
 633412           NULL
 633414  3.000000E-003
 633466  4.900000E-002
 633469  2.300000E-002
 633483           NULL
 633484  1.800000E-002
 633502  2.000000E-003
 633513  3.000000E-003
 633529  6.000000E-002
 633530  4.170000E-001
 633538  7.000000E-003
 633555  1.000000E-003
 633565           NULL
 633588  1.800000E-002
 633597  5.000000E-003
 633600  3.000000E-002
 633613           NULL
 633661  3.400000E-002
 633692  3.400000E-002
 633725  8.400000E-002
 633733  1.900000E-002
 633766  4.400000E-002
 633772  1.500000E-001
 633864  7.700000E-002
 633872           NULL
 633895  9.500000E-002
 633912  9.000000E-003
 633961           NULL
 634009           NULL
 634042  3.500000E-002
 634043           NULL
 634051  9.000000E-003
 634064  2.000000E-002
 634075  1.720000E-001
 634118  2.000000E-002
 634151  9.000000E-003
 634166  1.230000E-001
 634170  6.800000E-002
 634192  3.000000E-003
 634205  8.000000E-003
 634218  2.100000E-002
 634231  2.110000E-001
 634248           NULL
 634278  2.300000E-002
 634322  1.600000E-002
 634323  5.700000E-002
 634356  8.000000E-002
 634363  1.300000E-002
 634399  5.000000E-002
 634500  1.340000E-001
 634550  6.000000E-003
 634580  3.080000E-001
 634636  8.400000E-002
 634643  1.170000E-001
 634646  3.000000E-003
 634666  1.600000E-001
 634682  5.000000E-003
 634684  4.200000E-002
 634754           NULL
 634798  2.500000E-002
 634804  7.180000E-001
 634832           NULL
 634863  1.000000E-003
 634876  3.200000E-002
 634880           NULL
 634921  4.000000E-002
 634922           NULL
 634926           NULL
 634972  1.000000E-003
 634999  2.000000E-002
 635007  1.360000E-001
 635048  9.000000E-003
 635055  1.770000E-001
 635135  2.000000E-003
 635138  7.000000E-003
 635141  1.600000E-002
 635174  1.200000E-002
 635194  1.300000E-002
 635198  4.000000E-003
 635202  4.000000E-003
 635211           NULL
 635226  7.500000E-002
 635228  1.100000E-002
 635245           NULL
 635312  1.200000E-002
 635329  4.000000E-003
 635345  2.600000E-002
 635353  3.100000E-002
 635416  1.500000E-002
 635433  7.000000E-003
 635436  3.300000E-002
 635492  2.050000E-001
 635497           NULL
 635532  5.600000E-002
 635536  3.190000E-001
 635561           NULL
 635563  3.330000E-001
 635631           NULL
 635639  1.660000E-001
 635656  5.000000E-003
 635694  2.900000E-002
 635695           NULL
 635696  1.370000E-001
 635761  2.000000E-003
 635784           NULL
 635799  6.050000E-001
 635802  1.540000E-001
 635862           NULL
 635879  5.000000E-003
 635889  1.700000E-002
 635921  8.300000E-002
 635960  2.400000E-002
 635961           NULL
 635980  1.120000E-001
 635992  3.000000E-002
 636036  5.800000E-002
 636048  1.000000E-002
 636056  4.000000E-003
 636063  9.300000E-002
 636069  7.200000E-002
 636120  2.100000E-002
 636126  6.000000E-003
 636138  4.000000E-003
 636145  3.100000E-002
 636156  1.100000E-002
 636165  1.300000E-002
 636184  4.000000E-003
 636201  4.500000E-002
 636230  9.100000E-002
 636253  7.100000E-002
 636324           NULL
 636373  1.100000E-002
 636410  3.170000E-001
 636435  2.540000E-001
 636442  9.600000E-002
 636468  1.980000E-001
 636469  1.800000E-002
 636473  3.000000E-003
 636481  1.300000E-002
 636515  5.800000E-002
 636537  1.970000E-001
 636564  2.400000E-002
 636592  8.000000E-003
 636720  1.000000E-003
 636744  2.900000E-002
 636747  5.000000E-002
 636754  7.410000E-001
 636779  2.000000E-003
 636796  1.400000E-002
 636892  8.000000E-003
 636920  6.000000E-002
 636995  5.000000E-003
 637003  1.300000E-002
 637005  9.000000E-003
 637013  1.200000E-002
 637025  1.800000E-002
 637066  8.700000E-002
 637079  5.000000E-003
 637086  4.000000E-003
 637112  1.100000E-002
 637114           NULL
 637142  3.500000E-002
 637168  4.300000E-002
 637176           NULL
 637185  1.500000E-002
 637190  8.000000E-003
 637271  7.000000E-003
 637276  3.100000E-002
 637296  7.000000E-002
 637344  1.600000E-002
 637352  1.200000E-002
 637386  6.000000E-003
 637404  6.170000E-001
 637442  1.000000E-002
 637446  1.400000E-002
 637488  1.200000E-002
 637508  3.800000E-002
 637548  4.700000E-002
 637637           NULL
 637649  1.600000E-002
 637663           NULL
 637729  1.200000E-002
 637734  3.100000E-002
 637754  1.900000E-002
 637764  1.640000E-001
 637783  1.800000E-002
 637785  5.600000E-002
 637787           NULL
 637814  6.000000E-003
 637888           NULL
 637970  8.930000E-001
 637986  1.080000E-001
 637999           NULL
 638008  4.000000E-003
 638052  8.100000E-002
 638069           NULL
 638071  6.670000E-001
 638074  2.900000E-002
 638125  1.000000E-001
 638136  2.000000E-003
 638174  1.500000E-002
 638206  1.300000E-002
 638270  3.000000E-002
 638274  5.930000E-001
 638283  2.250000E-001
 638332  1.200000E-002
 638376  6.000000E-003
 638383  5.200000E-002
 638425  1.100000E-002
 638447  2.700000E-002
 638496  2.060000E-001
 638513  1.400000E-002
 638517  6.000000E-003
 638527           NULL
 638532  3.180000E-001
 638563  8.600000E-002
 638566  2.800000E-002
 638567  2.000000E-003
 638575  1.300000E-002
 638594  2.000000E-003
 638601  4.100000E-002
 638618  7.000000E-003
 638642  5.700000E-002
 638646           NULL
 638674  7.000000E-002
 638676  2.000000E-003
 638686  3.000000E-003
 638704  1.870000E-001
 638736  1.000000E-002
 638737  1.000000E-002
 638742  8.000000E-003
 638768  1.300000E-002
 638780           NULL
 638793  3.500000E-002
 638819           NULL
 638890  1.000000E-002
 638908  7.000000E-003
 638911           NULL
 638926  9.000000E-003
 639044  1.600000E-002
 639057  8.000000E-003
 639063           NULL
 639089  2.500000E-002
 639097  6.200000E-002
 639101  1.500000E-002
 639130  9.000000E-003
 639158           NULL
 639168  3.000000E-002
 639211           NULL
 639213           NULL
 639222  1.100000E-002
 639237  2.800000E-002
 639265  3.000000E-002
 639286           NULL
 639295  5.600000E-002
 639367  1.100000E-002
 639383  8.000000E-003
 639393  1.000000E-003
 639400           NULL
 639405  2.300000E-002
 639412  7.000000E-002
 639421  3.000000E-003
 639429  8.470000E-001
 639432  1.200000E-002
 639450  7.000000E-002
 639501  8.000000E-003
 639550  1.400000E-002
 639552           NULL
 639558  1.020000E-001
 639598  3.700000E-002
 639632  3.400000E-002
 639686  1.300000E-002
 639695  9.000000E-003
 639771  4.000000E-001
 639822  1.720000E-001
 639827           NULL
 639951  1.210000E-001
 639995  7.600000E-002
 640026  3.300000E-001
 640057           NULL
 640089  8.400000E-002
 640094  7.000000E-003
 640098  6.800000E-002
 640124           NULL
 640145           NULL
 640178  4.000000E-003
 640210  1.700000E-002
 640220  1.400000E-002
 640276  1.300000E-002
 640288           NULL
 640301  8.000000E-003
 640306  3.900000E-002
 640319  5.000000E-003
 640349  3.000000E-003
 640381  1.100000E-002
 640459  1.280000E-001
 640478  8.000000E-003
 640480  1.300000E-002
 640524  2.700000E-002
 640623           NULL
 640682  1.670000E-001
 640699  3.800000E-002
 640707  1.300000E-002
 640722           NULL
 640731  4.100000E-002
 640787           NULL
 640821  2.100000E-002
 640833  9.100000E-002
 640870  1.530000E-001
 640878  3.600000E-002
 640892  4.600000E-002
 640903  1.090000E-001
 640960           NULL
 640969  7.000000E-003
 640983  1.270000E-001
 641026  2.700000E-002
 641093  7.000000E-003
 641099  6.900000E-002
 641117  5.200000E-002
 641138  7.000000E-003
 641147           NULL
 641203  5.000000E-003
 641228  6.500000E-002
 641230  2.000000E-003
 641244  4.200000E-002
 641245  3.400000E-002
 641249  2.700000E-001
 641263  3.000000E-003
 641269  2.600000E-002
 641307  1.850000E-001
 641316  3.000000E-003
 641330  8.180000E-001
 641377  1.600000E-002
 641384  1.950000E-001
 641385  9.300000E-002
 641396  3.800000E-002
 641420  8.400000E-002
 641441  3.000000E-003
 641475  1.600000E-002
 641517  3.000000E-002
 641645  1.500000E-002
 641647  7.000000E-003
 641682  2.900000E-002
 641696  3.900000E-002
 641712  3.000000E-003
 641718           NULL
 641720  2.200000E-002
 641723  5.000000E-003
 641746  3.580000E-001
 641752           NULL
 641782  2.500000E-002
 641834  1.400000E-002
 641838  3.190000E-001
 641840  5.000000E-003
 641847           NULL
 641870  5.300000E-002
 641950  6.000000E-003
 641953  8.530000E-001
 641959  2.330000E-001
 641971  4.300000E-002
 641977  6.000000E-003
 641999  8.000000E-003
 642009  1.200000E-002
 642051  8.300000E-002
 642053  6.100000E-002
 642066  1.660000E-001
 642143  3.000000E-003
 642146  8.300000E-002
 642185           NULL
 642190  3.110000E-001
 642214  2.390000E-001
 642231  2.480000E-001
 642236  2.000000E-003
 642239           NULL
 642271  4.000000E-003
 642313  9.000000E-003
 642316           NULL
 642365  8.700000E-002
 642371  2.650000E-001
 642407  6.670000E-001
 642414  1.740000E-001
 642477  7.500000E-002
 642482           NULL
 642516  5.000000E-002
 642536           NULL
 642542  1.500000E-002
 642555  1.960000E-001
 642558  1.060000E-001
 642572  1.000000E-002
 642610  9.100000E-002
 642639  1.400000E-002
 642647  6.000000E-003
 642653  1.700000E-002
 642678  7.000000E-003
 642814  2.900000E-002
 642836  5.000000E-003
 642871  2.400000E-002
 642873  3.600000E-002
 642878  1.200000E-002
 642930  8.900000E-002
 642952  4.000000E-003
 642963  3.000000E-003
 642979  5.700000E-002
 643014  1.450000E-001
 643015           NULL
 643020  2.300000E-002
 643027  1.280000E-001
 643101  1.430000E-001
 643139           NULL
 643163  2.270000E-001
 643178  1.060000E-001
 643214  6.600000E-002
 643223           NULL
 643229  2.500000E-002
 643242  8.100000E-002
 643256           NULL
 643260  4.000000E-002
 643272  2.990000E-001
 643274  3.000000E-003
 643279  9.000000E-003
 643283  4.000000E-003
 643298  3.000000E-002
 643313           NULL
 643316  1.700000E-002
 643336  8.000000E-003
 643434  2.700000E-002
 643477  3.700000E-002
 643480           NULL
 643491  3.000000E-003
 643510  4.000000E-003
 643541  4.900000E-002
 643543  5.000000E-003
 643559  2.500000E-002
 643570  1.990000E-001
 643577  1.180000E-001
 643581           NULL
 643607  8.000000E-003
 643632  7.900000E-002
 643649  8.100000E-002
 643653  1.700000E-002
 643670  1.000000E-002
 643671  2.600000E-002
 643706           NULL
 643751  6.450000E-001
 643752  3.000000E-003
 643760  6.000000E-003
 643775           NULL
 643804  1.880000E-001
 643898  8.000000E-003
 643905  4.800000E-002
 643919  8.000000E-003
 643933  2.600000E-002
 643959           NULL
 643966  9.300000E-002
 643983  3.600000E-002
 644049  2.330000E-001
 644062  1.100000E-002
 644067  1.260000E-001
 644075  1.000000E-003
 644099  1.110000E-001
 644138  2.700000E-002
 644155  8.860000E-001
 644212  5.000000E-002
 644232  7.000000E-003
 644243  8.700000E-002
 644249  4.600000E-002
 644314  1.790000E-001
 644356           NULL
 644415  1.220000E-001
 644432  5.600000E-002
 644480           NULL
 644493  8.100000E-002
 644518  5.000000E-003
 644539  1.200000E-002
 644588  9.900000E-002
 644632  2.600000E-002
 644638  2.700000E-002
 644656  1.000000E-003
 644674           NULL
 644696  1.500000E-002
 644764  7.200000E-002
 644796  2.300000E-002
 644816  1.190000E-001
 644822  2.520000E-001
 644839  7.000000E-003
 644848  1.900000E-001
 644889  1.850000E-001
 644901           NULL
 644906  9.000000E-003
 644957  1.400000E-002
 645004  1.480000E-001
 645025  2.000000E-003
 645082  4.700000E-002
 645110           NULL
 645111           NULL
 645125  1.980000E-001
 645154  5.270000E-001
 645166  8.000000E-001
 645183           NULL
 645220  5.000000E-002
 645232  2.000000E-003
 645236  2.300000E-002
 645237  2.270000E-001
 645252  4.000000E-003
 645259  3.090000E-001
 645264  1.200000E-002
 645296  3.000000E-003
 645311  5.000000E-003
 645373  4.000000E-002
 645469  1.800000E-002
 645500  7.000000E-002
 645537           NULL
 645578           NULL
 645604  1.300000E-002
 645616  4.300000E-002
 645643  1.500000E-002
 645665  7.700000E-002
 645679  3.700000E-002
 645724  2.000000E-003
 645750  9.500000E-002
 645771           NULL
 645781  2.900000E-002
 645785  1.000000E-003
 645791  3.000000E-002
 645794  3.600000E-002
 645807  9.000000E-003
 645816  4.000000E-002
 645832  1.600000E-002
 645842  6.000000E-002
 645886  1.000000E-002
 645903  2.000000E-003
 645909  2.530000E-001
 645921  1.600000E-002
 645944           NULL
 645958  1.710000E-001
 645968           NULL
 645978  1.750000E-001
 645987  9.000000E-003
 645992  1.100000E-002
 646033  4.100000E-002
 646102  4.500000E-002
 646134  1.280000E-001
 646149  1.100000E-002
 646171  2.200000E-002
 646184  1.000000E-002
 646190  1.400000E-002
 646199  2.000000E-003
 646241  2.300000E-001
 646244  9.000000E-003
 646246           NULL
 646311  1.200000E-002
 646318  1.420000E-001
 646324           NULL
 646344  1.800000E-002
 646345  1.000000E-002
 646353  3.400000E-002
 646365  1.700000E-002
 646384  2.890000E-001
 646430  4.000000E-003
 646445  6.000000E-003
 646456           NULL
 646482  2.000000E-003
 646489  9.600000E-002
 646549  4.000000E-003
 646585  2.210000E-001
 646620  4.140000E-001
 646659  1.000000E-002
 646660  1.900000E-002
 646661  9.000000E-003
 646662           NULL
 646666  7.900000E-002
 646704  9.860000E-001
 646745  2.400000E-002
 646753  7.000000E-003
 646764  1.400000E-002
 646770  6.000000E-003
 646774  5.700000E-002
 646780  3.000000E-002
 646790  6.320000E-001
 646838           NULL
 646853  1.000000E-003
 646904  3.000000E-003
 646937  2.900000E-002
 646955  2.400000E-002
 646969  6.600000E-002
 646982  8.700000E-002
 647061  3.000000E-003
 647076  4.000000E-003
 647098  7.700000E-002
 647101  5.800000E-002
 647123           NULL
 647184  4.200000E-002
 647198  1.290000E-001
 647251  8.000000E-003
 647287  3.000000E-002
 647355  3.950000E-001
 647413           NULL
 647458  6.000000E-003
 647465  1.700000E-002
 647471  1.730000E-001
 647474  3.700000E-002
 647522  1.000000E-003
 647544  1.100000E-002
 647579  1.210000E-001
 647593  1.400000E-002
 647607  1.200000E-002
 647614  2.900000E-002
 647699  6.700000E-002
 647702  3.000000E-003
 647726  3.900000E-002
 647728  4.640000E-001
 647741  2.600000E-002
 647749  2.000000E-003
 647764           NULL
 647801  1.100000E-002
 647813  2.000000E-002
 647866  8.000000E-003
 647876  5.200000E-002
 647881           NULL
 647908  6.800000E-002
 647917  6.000000E-003
 647928  4.300000E-002
 647952  2.810000E-001
 647962  6.000000E-003
 647980  2.000000E-003
 647997  1.400000E-002
 648033  5.000000E-003
 648083  1.500000E-002
 648115  6.000000E-003
 648116  2.000000E-003
 648126           NULL
 648173           NULL
 648219  7.180000E-001
 648253  1.200000E-002
 648284  1.200000E-002
 648327  3.500000E-002
 648358  3.000000E-002
 648362           NULL
 648376           NULL
 648382  9.850000E-001
 648427  2.000000E-002
 648451  1.100000E-002
 648462  1.210000E-001
 648472  5.000000E-003
 648513           NULL
 648646  1.100000E-002
 648670           NULL
 648690  9.800000E-002
 648713  2.700000E-002
 648715  1.800000E-002
 648719           NULL
 648749  1.400000E-002
 648762           NULL
 648766  3.700000E-002
 648809  1.090000E-001
 648838  1.000000E-003
 648852  1.960000E-001
 648855  1.400000E-002
 648867  1.230000E-001
 648970  4.000000E-003
 648988  3.000000E-003
 649019  9.000000E-003
 649034  2.700000E-002
 649041           NULL
 649098  3.600000E-002
 649104           NULL
 649120  2.000000E-003
 649160  7.800000E-002
 649185  1.000000E-002
 649242  1.100000E-002
 649251  4.400000E-002
 649270  2.000000E-003
 649289  2.800000E-002
 649359  2.930000E-001
 649372  6.000000E-003
 649414  6.800000E-002
 649422  9.940000E-001
 649432  5.000000E-003
 649453  3.000000E-003
 649459  1.000000E-003
 649468  3.200000E-002
 649480  6.000000E-003
 649483  1.000000E-002
 649541  8.000000E-003
 649587  1.000000E-003
 649594  2.110000E-001
 649617           NULL
 649658  2.000000E-003
 649681  1.100000E-002
 649742  4.400000E-002
 649790  1.020000E-001
 649796  1.000000E-003
 649824  1.100000E-002
 649831  2.000000E-003
 649839  3.000000E-003
 649852           NULL
 649886  9.000000E-003
 649928           NULL
 649935  5.000000E-003
 650057  5.000000E-003
 650104  1.400000E-001
 650155  1.000000E-003
 650175  4.000000E-003
 650191  2.000000E-003
 650192  2.300000E-002
 650196           NULL
 650197           NULL
 650230           NULL
 650282  3.600000E-002
 650323  1.400000E-002
 650346  8.700000E-002
 650358  2.000000E-001
 650383  2.000000E-003
 650394  4.000000E-003
 650403  2.090000E-001
 650406  3.000000E-003
 650414  1.700000E-002
 650453           NULL
 650460  2.600000E-002
 650480  2.000000E-003
 650501  3.100000E-002
 650503  7.000000E-002
 650507  4.600000E-002
 650573           NULL
 650590  3.700000E-002
 650592  6.000000E-003
 650593  2.900000E-002
 650615  4.740000E-001
 650646  6.000000E-003
 650649  2.960000E-001
 650666  5.800000E-002
 650674  3.000000E-003
 650697           NULL
 650726           NULL
 650734  2.800000E-002
 650742  1.500000E-002
 650745  5.000000E-003
 650751  3.200000E-002
 650752  8.800000E-002
 650757  2.000000E-003
 650802  6.300000E-002
 650829  1.690000E-001
 650869           NULL
 650875  9.000000E-002
 650876  6.000000E-003
 650895  2.300000E-002
 650910  6.000000E-003
 650935  1.150000E-001
 650956  1.360000E-001
 650978  5.500000E-002
 650991  5.000000E-003
 651003  2.400000E-002
 651083  6.000000E-003
 651101           NULL
 651102  2.120000E-001
 651106  7.500000E-002
 651108  2.000000E-003
 651139           NULL
 651154  1.110000E-001
 651173  2.000000E-003
 651176  4.000000E-003
 651185  9.700000E-002
 651186  8.000000E-003
 651194  1.800000E-002
 651198  1.200000E-002
 651262  6.300000E-002
 651275  4.000000E-003
 651277  3.100000E-002
 651303  1.400000E-002
 651325  1.700000E-002
 651326  1.950000E-001
 651347  1.000000E-002
 651365           NULL
 651374  6.100000E-002
 651379  5.000000E-003
 651386  3.000000E-003
 651400           NULL
 651455  6.200000E-002
 651461           NULL
 651490  3.500000E-002
 651495  1.750000E-001
 651523           NULL
 651583  1.400000E-001
 651584  7.000000E-003
 651591  3.500000E-002
 651597           NULL
 651601  3.100000E-002
 651619  7.800000E-002
 651642  4.200000E-002
 651643  1.400000E-002
 651658  1.160000E-001
 651662  1.800000E-002
 651665           NULL
 651671  2.000000E-002
 651708  8.000000E-003
 651759  9.000000E-003
 651784  1.730000E-001
 651802           NULL
 651835  4.300000E-002
 651917  7.000000E-003
 651943  8.800000E-002
 651975  6.900000E-002
 651984  5.400000E-002
 652010           NULL
 652124  2.000000E-003
 652144  3.930000E-001
 652276           NULL
 652295  2.200000E-002
 652318  5.110000E-001
 652320  2.200000E-002
 652356           NULL
 652366  1.900000E-002
 652370  6.500000E-002
 652391  5.000000E-003
 652412  7.000000E-003
 652427  1.750000E-001
 652436  6.000000E-003
 652473  4.100000E-002
 652475  4.000000E-003
 652517  5.000000E-002
 652561  6.500000E-002
 652571  1.000000E-003
 652611  1.820000E-001
 652640  8.000000E-002
 652663           NULL
 652690  5.000000E-003
 652715  4.100000E-002
 652728           NULL
 652740  1.000000E-002
 652746  5.000000E-003
 652747  2.000000E-003
 652749  6.000000E-003
 652775  4.100000E-002
 652829  7.000000E-003
 652959           NULL
 652970  5.000000E-002
 652973  2.800000E-002
 652986  9.600000E-002
 653029  3.000000E-003
 653033  2.580000E-001
 653075  2.000000E-002
 653092  2.100000E-002
 653095  3.800000E-002
 653111  1.680000E-001
 653119  6.000000E-003
 653122  1.000000E-002
 653149  3.130000E-001
 653167  2.000000E-002
 653234  1.220000E-001
 653242  2.690000E-001
 653255           NULL
 653260  2.000000E-001
 653263  1.240000E-001
 653276  3.000000E-003
 653357           NULL
 653378  2.000000E-003
 653385           NULL
 653447  1.200000E-002
 653476  4.200000E-002
 653488  2.200000E-002
 653502  7.000000E-003
 653515  7.000000E-003
 653540  2.000000E-003
 653553  1.400000E-002
 653591  1.000000E-002
 653592  2.000000E-003
 653612  6.400000E-002
 653615  9.100000E-002
 653624  2.200000E-002
 653642  3.000000E-003
 653664  1.800000E-002
 653669  3.600000E-002
 653679  2.000000E-003
 653700  3.300000E-001
 653741  1.150000E-001
 653748  4.400000E-002
 653749           NULL
 653780  2.000000E-003
 653796  2.910000E-001
 653816           NULL
 653881  3.200000E-002
 653904  2.000000E-003
 653989  6.500000E-002
 654006  3.000000E-003
 654022  1.100000E-002
 654035           NULL
 654059           NULL
 654093  1.670000E-001
 654096  1.300000E-002
 654108  1.160000E-001
 654109  1.350000E-001
 654118  4.000000E-003
 654119  2.200000E-002
 654154           NULL
 654161  1.990000E-001
 654168  2.000000E-003
 654200  8.000000E-003
 654209           NULL
 654213  6.000000E-003
 654259  1.200000E-002
 654296  1.200000E-002
 654346  1.900000E-002
 654362  9.000000E-003
 654369  2.600000E-002
 654387           NULL
 654398           NULL
 654399           NULL
 654416  1.260000E-001
 654466  2.600000E-002
 654472  1.600000E-002
 654474  2.500000E-002
 654482  2.700000E-002
 654521  2.100000E-002
 654571  2.400000E-002
 654576           NULL
 654603           NULL
 654637  5.000000E-003
 654650  2.900000E-002
 654674  1.420000E-001
 654680  6.000000E-003
 654686  8.000000E-003
 654704           NULL
 654710  1.100000E-002
 654714  1.770000E-001
 654724  5.800000E-002
 654754  2.600000E-002
 654766  7.000000E-002
 654773  2.600000E-002
 654798  5.000000E-003
 654810  1.100000E-002
 654880  1.300000E-002
 654898  7.400000E-002
 654916  3.710000E-001
 654932  4.000000E-002
 654940  1.870000E-001
