 NUMBER     AGNF50_AGN
      J              E
                      
 454469  8.600000E-002
 454474           NULL
 454477  2.000000E-003
 454528  9.000000E-003
 454550  5.300000E-002
 454581  3.000000E-003
 454597  3.000000E-003
 454632  1.200000E-002
 454647           NULL
 454651  7.000000E-002
 454662  7.000000E-003
 454682  9.000000E-003
 454733  2.200000E-002
 454735  1.700000E-002
 454739  2.200000E-002
 454740  1.700000E-001
 454753  3.000000E-003
 454761  9.000000E-003
 454772  1.700000E-001
 454786  2.400000E-002
 454808           NULL
 454812           NULL
 454835  1.000000E-003
 454847  3.100000E-002
 454852  1.070000E-001
 454879  1.000000E-002
 454916           NULL
 454967  2.400000E-002
 454968  8.000000E-003
 454976  2.500000E-002
 454991  1.900000E-002
 455027  2.800000E-002
 455041  9.400000E-002
 455064  1.700000E-002
 455095  2.190000E-001
 455118  2.600000E-001
 455176  2.690000E-001
 455200  1.400000E-002
 455220  5.000000E-003
 455313           NULL
 455355  7.670000E-001
 455435  9.000000E-003
 455463  3.000000E-003
 455523  2.200000E-002
 455538  6.000000E-002
 455578  1.030000E-001
 455603           NULL
 455625           NULL
 455635  9.800000E-002
 455660  1.000000E-003
 455681  1.500000E-002
 455687  3.000000E-003
 455832  1.300000E-002
 455845           NULL
 455860  3.100000E-002
 455904  3.790000E-001
 455905  1.700000E-002
 455918  1.350000E-001
 455923  2.000000E-002
 455951  3.100000E-002
 455957  2.800000E-002
 455959  3.600000E-002
 455999           NULL
 456010  1.400000E-002
 456069  4.600000E-002
 456090  6.000000E-003
 456152  1.030000E-001
 456158  7.800000E-002
 456186  1.100000E-002
 456195  2.200000E-002
 456237  2.500000E-002
 456253  1.000000E-002
 456270  1.260000E-001
 456333  1.000000E-002
 456354  2.000000E-002
 456366  2.000000E-002
 456367  6.000000E-003
 456431  1.140000E-001
 456489  2.400000E-002
 456539  2.100000E-002
 456561  2.600000E-002
 456586  9.000000E-003
 456587  3.100000E-002
 456595  3.570000E-001
 456597  6.000000E-003
 456637  2.400000E-002
 456690  1.400000E-002
 456732  6.000000E-003
 456772  1.800000E-002
 456788  9.000000E-003
 456808           NULL
 456825           NULL
 456847  2.300000E-002
 456870  4.200000E-002
 456928  2.500000E-002
 456930  9.000000E-003
 456939  2.000000E-003
 456984           NULL
 456998  2.200000E-002
 457003  1.760000E-001
 457046  1.680000E-001
 457077           NULL
 457144  2.300000E-001
 457154  4.600000E-002
 457170  3.000000E-003
 457171           NULL
 457175  4.300000E-002
 457186  2.000000E-003
 457187  3.600000E-002
 457222  1.420000E-001
 457238  1.300000E-001
 457239  3.800000E-002
 457265  2.000000E-002
 457274  3.000000E-003
 457288  1.170000E-001
 457290  1.010000E-001
 457293  6.000000E-003
 457322  8.000000E-003
 457348  6.790000E-001
 457349  6.000000E-003
 457375  1.500000E-002
 457388           NULL
 457422  3.500000E-002
 457433  2.500000E-002
 457490  4.200000E-002
 457552  2.400000E-002
 457560  1.100000E-002
 457581  7.200000E-002
 457582  8.000000E-003
 457653  1.300000E-002
 457661  2.300000E-002
 457716  1.810000E-001
 457727  4.000000E-003
 457746  5.000000E-003
 457752  3.000000E-003
 457764  2.900000E-002
 457765  8.400000E-002
 457775  1.600000E-002
 457816  1.200000E-002
 457890  3.100000E-002
 457891  9.000000E-003
 457924  2.800000E-002
 457954  9.200000E-002
 457968  5.000000E-003
 457980  1.200000E-002
 458017  1.000000E-003
 458021           NULL
 458050  7.000000E-003
 458072  5.500000E-002
 458101  9.600000E-002
 458117  8.900000E-002
 458121  8.600000E-002
 458148  2.000000E-003
 458171  5.700000E-002
 458200  2.440000E-001
 458219  2.140000E-001
 458282  1.200000E-002
 458289  1.800000E-002
 458315  8.000000E-003
 458326  4.800000E-002
 458409  1.360000E-001
 458438  8.800000E-002
 458442  2.500000E-002
 458446  9.000000E-003
 458449  6.600000E-002
 458461  2.000000E-002
 458502  1.550000E-001
 458514  1.550000E-001
 458518  4.800000E-002
 458543  1.000000E-002
 458561  7.600000E-002
 458565  6.000000E-003
 458599  1.800000E-002
 458624  8.000000E-002
 458714           NULL
 458782  1.680000E-001
 458826           NULL
 458849           NULL
 458867  1.900000E-002
 458903  7.000000E-003
 458904  2.000000E-002
 458925  9.000000E-003
 458927  2.300000E-002
 458951  5.000000E-003
 458973  1.290000E-001
 458983  3.100000E-002
 459025  3.200000E-002
 459027  4.580000E-001
 459037  2.500000E-002
 459121  1.300000E-002
 459129  1.300000E-002
 459132  7.000000E-003
 459143  3.000000E-003
 459149  1.200000E-002
 459215  1.360000E-001
 459231  8.800000E-002
 459248  1.400000E-002
 459281  5.000000E-003
 459339  5.000000E-003
 459384  1.610000E-001
 459422  2.400000E-001
 459461  1.670000E-001
 459479  4.100000E-001
 459493  3.700000E-002
 459497  2.100000E-002
 459501           NULL
 459506  1.700000E-002
 459544  6.200000E-002
 459555  9.000000E-003
 459567  3.080000E-001
 459591  4.400000E-002
 459608  2.280000E-001
 459616  1.300000E-002
 459617           NULL
 459649  6.290000E-001
 459682           NULL
 459683  5.000000E-002
 459712  2.900000E-002
 459723  6.300000E-002
 459730  1.670000E-001
 459759  1.100000E-002
 459776  2.950000E-001
 459801  3.300000E-002
 459827  1.000000E-002
 459835  9.200000E-001
 459853  3.000000E-002
 459872  2.300000E-002
 459921  1.730000E-001
 459924  1.300000E-002
 459936  1.400000E-002
 459940  2.130000E-001
 460006  1.230000E-001
 460060  3.320000E-001
 460085  1.300000E-002
 460185  1.400000E-002
 460244  6.300000E-002
 460264  1.990000E-001
 460278  3.000000E-003
 460322  5.010000E-001
 460368  6.950000E-001
 460386  8.000000E-003
 460436  7.600000E-002
 460480  3.780000E-001
 460571  1.000000E-002
 460593  1.200000E-002
 460674  8.900000E-002
 460691  2.020000E-001
 460697  1.700000E-002
 460716  4.000000E-002
 460730  1.200000E-002
 460744  1.000000E-003
 460746  3.400000E-001
 460763  1.530000E-001
 460777  2.000000E-003
 460785  1.100000E-002
 460793  3.300000E-002
 460826  1.610000E-001
 460841  1.180000E-001
 460851  1.200000E-002
 460867  1.850000E-001
 460906  1.600000E-002
 460918           NULL
 460965           NULL
 461012  6.000000E-003
 461013  1.400000E-002
 461054  9.000000E-003
 461056  2.050000E-001
 461057  1.470000E-001
 461074  1.000000E-002
 461099  1.280000E-001
 461114  3.900000E-002
 461141  6.000000E-003
 461150  5.400000E-001
 461168           NULL
 461181  6.000000E-002
 461185  1.400000E-002
 461196  1.290000E-001
 461225  1.500000E-002
 461269  1.280000E-001
 461300  5.000000E-003
 461314  8.400000E-002
 461368  1.670000E-001
 461423  4.600000E-002
 461469  1.100000E-002
 461478  6.900000E-002
 461479  4.000000E-002
 461490  3.000000E-003
 461496  1.800000E-002
 461532  5.600000E-002
 461557           NULL
 461613  4.000000E-002
 461645  6.850000E-001
 461651  2.450000E-001
 461653  1.640000E-001
 461659  3.000000E-003
 461757  2.200000E-002
 461772  1.900000E-002
 461774  1.900000E-002
 461776  3.000000E-003
 461782  6.000000E-003
 461882  6.700000E-002
 461887  9.000000E-003
 461940  3.300000E-002
 461943           NULL
 461952  1.600000E-002
 461964  2.100000E-002
 461974  5.500000E-002
 461975  2.800000E-002
 462003  1.900000E-002
 462024  4.000000E-003
 462033  5.000000E-003
 462060  8.320000E-001
 462117  5.000000E-003
 462119  8.300000E-001
 462122  1.600000E-001
 462130  1.000000E-002
 462133  2.200000E-002
 462188           NULL
 462193  6.000000E-003
 462198  7.700000E-002
 462207  4.800000E-002
 462238           NULL
 462250  3.000000E-003
 462259  1.190000E-001
 462274  2.700000E-002
 462290           NULL
 462305  1.900000E-002
 462327  5.600000E-002
 462328  1.340000E-001
 462344  2.300000E-002
 462348  5.700000E-002
 462514  8.000000E-003
 462530  1.000000E-002
 462531  6.400000E-002
 462543  5.000000E-003
 462572           NULL
 462593  1.200000E-002
 462601           NULL
 462604  5.700000E-002
 462605  5.770000E-001
 462606  1.700000E-002
 462607  5.100000E-002
 462614  5.400000E-002
 462650  3.900000E-002
 462657  1.530000E-001
 462659  2.300000E-002
 462663  1.400000E-002
 462672  4.000000E-003
 462675  3.000000E-003
 462701  8.000000E-003
 462721           NULL
 462723  1.600000E-002
 462778  4.200000E-002
 462782  1.100000E-002
 462797  1.850000E-001
 462815  1.000000E-002
 462830  1.800000E-002
 462840  2.000000E-003
 462849  1.100000E-002
 462927  8.000000E-003
 462933  9.000000E-003
 462955  3.200000E-002
 462980  8.900000E-002
 463045           NULL
 463061  1.920000E-001
 463066  2.000000E-003
 463080  9.400000E-002
 463085  6.600000E-002
 463093  3.000000E-003
 463207  1.000000E-003
 463211  1.420000E-001
 463262  7.000000E-003
 463310  1.800000E-002
 463331  3.000000E-003
 463342  3.000000E-003
 463359  7.700000E-002
 463400  1.080000E-001
 463414  5.000000E-003
 463514  6.100000E-002
 463524  1.000000E-003
 463528  5.900000E-002
 463546  9.000000E-003
 463548  8.700000E-002
 463599  4.700000E-002
 463621  1.000000E-003
 463627  1.070000E-001
 463633           NULL
 463634  4.900000E-002
 463647  2.590000E-001
 463655  8.000000E-003
 463657           NULL
 463662  4.200000E-002
 463704  3.540000E-001
 463706  5.600000E-001
 463714  1.800000E-002
 463734  3.300000E-002
 463747  9.000000E-003
 463812  3.000000E-003
 463869  6.000000E-003
 463908  7.000000E-003
 463950  4.300000E-002
 463973  8.100000E-002
 463977  1.200000E-002
 464002  1.000000E-003
 464008  9.200000E-002
 464014  1.000000E-002
 464015  1.500000E-002
 464034  3.000000E-003
 464122  7.000000E-003
 464131  3.000000E-003
 464175  6.000000E-003
 464202  3.700000E-002
 464246  9.800000E-002
 464281  2.100000E-002
 464287  2.800000E-002
 464309           NULL
 464310           NULL
 464320  1.900000E-002
 464401           NULL
 464485  1.200000E-002
 464491  2.000000E-003
 464533  2.300000E-002
 464545  9.000000E-003
 464593  4.000000E-003
 464598  4.200000E-002
 464605  1.000000E-002
 464612           NULL
 464613  1.960000E-001
 464623  3.900000E-002
 464631  1.500000E-002
 464634  1.000000E-003
 464635  3.000000E-002
 464639  6.300000E-002
 464644  7.500000E-002
 464664  6.100000E-002
 464698  8.200000E-002
 464701  9.000000E-003
 464776  1.160000E-001
 464780  6.000000E-003
 464786           NULL
 464791  4.000000E-003
 464805  9.000000E-003
 464825  1.200000E-002
 464836  4.000000E-003
 464844  5.000000E-003
 464845  1.300000E-001
 464862  1.100000E-001
 464874  5.800000E-002
 464916  1.000000E-002
 465013  9.200000E-002
 465014  1.900000E-002
 465033  1.900000E-002
 465037  1.000000E-002
 465043  2.300000E-002
 465124  7.000000E-003
 465125  3.760000E-001
 465126  7.000000E-003
 465158           NULL
 465205  2.080000E-001
 465231  2.900000E-002
 465249  8.000000E-003
 465260  1.270000E-001
 465284           NULL
 465315  1.300000E-002
 465316           NULL
 465358  1.900000E-001
 465368  3.000000E-002
 465376  2.000000E-002
 465402  2.000000E-003
 465406           NULL
 465415  5.000000E-003
 465447  5.000000E-003
 465463  3.000000E-002
 465465  6.000000E-003
 465475           NULL
 465507  2.170000E-001
 465513  2.180000E-001
 465516  5.000000E-003
 465532  3.100000E-002
 465549  4.000000E-003
 465565  3.000000E-003
 465580  4.200000E-002
 465590  4.300000E-002
 465604  1.100000E-002
 465608  9.000000E-003
 465611  2.980000E-001
 465615  4.000000E-003
 465635  6.500000E-002
 465640  3.000000E-003
 465667  2.000000E-002
 465681           NULL
 465682  1.000000E-002
 465688  4.010000E-001
 465689  7.600000E-002
 465742  1.600000E-002
 465772  7.000000E-003
 465838  3.200000E-002
 465841  6.000000E-002
 465844  4.900000E-002
 465860  1.000000E-003
 465876  1.590000E-001
 465881  6.500000E-002
 465913  2.700000E-002
 465923  7.400000E-002
 465972  2.000000E-003
 466046  2.500000E-002
 466091  1.300000E-002
 466112  1.320000E-001
 466113  8.400000E-002
 466133  4.000000E-003
 466150  5.640000E-001
 466153  2.350000E-001
 466155  2.300000E-002
 466186  5.580000E-001
 466276  8.000000E-003
 466299  1.510000E-001
 466300  2.690000E-001
 466305  7.650000E-001
 466310  4.200000E-002
 466325  2.500000E-002
 466390  1.600000E-002
 466403  1.400000E-002
 466410  4.000000E-003
 466413           NULL
 466414  4.000000E-002
 466419  5.060000E-001
 466461           NULL
 466479  5.900000E-002
 466480  1.100000E-001
 466490  4.100000E-002
 466512  8.000000E-003
 466545  4.000000E-003
 466546           NULL
 466570  5.680000E-001
 466580           NULL
 466627  1.030000E-001
 466638  3.500000E-002
 466657  4.000000E-003
 466675  2.900000E-002
 466676  2.000000E-003
 466695  4.000000E-003
 466714  2.700000E-002
 466715  9.600000E-002
 466790  4.000000E-003
 466829  2.100000E-002
 466871  4.000000E-003
 466881  4.400000E-002
 466928  3.600000E-002
 466943  7.000000E-003
 466973  2.800000E-002
 466992  2.000000E-002
 467057  3.040000E-001
 467082  1.400000E-002
 467115  1.100000E-002
 467130  2.300000E-002
 467132  1.800000E-002
 467260  4.600000E-002
 467277  1.200000E-002
 467284  1.600000E-002
 467350  8.000000E-003
 467410  1.400000E-002
 467455  2.000000E-003
 467462  4.400000E-001
 467510  6.000000E-003
 467534  1.690000E-001
 467555  3.100000E-002
 467625  1.500000E-002
 467642  5.500000E-002
 467644  1.100000E-002
 467646  1.000000E-002
 467675  1.400000E-002
 467748  6.070000E-001
 467758  3.000000E-002
 467813  1.770000E-001
 467820  3.700000E-001
 467868  4.600000E-002
 467878  1.500000E-002
 467913  1.000000E-002
 467938  3.200000E-002
 467941  7.850000E-001
 467956  2.000000E-002
 467969  8.600000E-002
 467994  6.200000E-002
 468004  3.000000E-003
 468009  1.180000E-001
 468014  1.350000E-001
 468023  2.000000E-003
 468099  2.000000E-002
 468106  9.700000E-002
 468111  3.600000E-002
 468129  2.400000E-002
 468144  1.800000E-002
 468162  3.000000E-002
 468201  1.300000E-002
 468216  2.000000E-003
 468227  2.800000E-002
 468288  1.900000E-002
 468290  2.400000E-002
 468299  5.000000E-003
 468310  3.490000E-001
 468330           NULL
 468335  5.000000E-003
 468336  4.000000E-003
 468361  3.300000E-002
 468408           NULL
 468450  2.500000E-002
 468455  8.000000E-003
 468586  4.000000E-003
 468587  3.500000E-002
 468596  8.000000E-003
 468608           NULL
 468631  1.000000E-002
 468651  2.500000E-002
 468656  4.800000E-002
 468676  1.140000E-001
 468696  1.600000E-002
 468742  1.000000E-002
 468771           NULL
 468818  2.400000E-002
 468828  1.350000E-001
 468847  8.000000E-003
 468924  3.000000E-003
 468951  1.150000E-001
 468953  2.200000E-002
 468960  1.300000E-002
 468990  4.000000E-003
 469012  2.430000E-001
 469052           NULL
 469054  8.000000E-003
 469074  1.400000E-002
 469080  1.460000E-001
 469091  1.000000E-002
 469101  3.300000E-002
 469130  9.000000E-003
 469153  7.500000E-002
 469169  1.600000E-002
 469193  3.000000E-003
 469243  2.600000E-002
 469258  4.100000E-002
 469273  1.000000E-002
 469289  3.200000E-002
 469302  3.000000E-003
 469317           NULL
 469339           NULL
 469372  4.000000E-003
 469374  1.770000E-001
 469388           NULL
 469407  1.970000E-001
 469424  1.140000E-001
 469441  1.700000E-002
 469499  7.200000E-002
 469507  2.700000E-002
 469531  3.000000E-003
 469535  1.000000E-003
 469637  3.700000E-002
 469643  4.000000E-003
 469668  1.700000E-002
 469786  8.000000E-002
 469796  4.000000E-003
 469856  8.000000E-003
 469859  3.200000E-002
 469862  1.700000E-002
 469867  1.720000E-001
 469879           NULL
 469979  1.400000E-002
 470019  5.000000E-003
 470075  2.800000E-002
 470092           NULL
 470157  2.000000E-002
 470180  1.500000E-002
 470191  9.000000E-003
 470239  2.700000E-002
 470270           NULL
 470316  3.690000E-001
 470322  4.000000E-003
 470370  1.600000E-002
 470392  1.000000E-003
 470503  3.300000E-002
 470509           NULL
 470543  8.000000E-003
 470555  6.200000E-002
 470651  5.400000E-002
 470681  2.500000E-002
 470744  1.000000E-002
 470760  4.600000E-002
 470819  1.400000E-002
 470837  1.570000E-001
 471015  1.100000E-002
 471115  1.900000E-002
 471165           NULL
 471174  3.000000E-003
 471226  1.560000E-001
 471230  6.000000E-003
 471231  6.020000E-001
 471308  1.400000E-002
 471317  1.600000E-001
 471319  1.400000E-002
 471331  1.100000E-002
 471351  2.300000E-002
 471383  6.000000E-003
 471384  9.000000E-003
 471392  2.300000E-002
 471425  1.100000E-002
 471443  8.000000E-003
 471445  2.900000E-002
 471447  2.500000E-002
 471457  1.000000E-002
 471500  8.600000E-002
 471515  1.500000E-002
 471516  5.000000E-003
 471523  2.100000E-002
 471530  1.100000E-002
 471531  7.000000E-003
 471549           NULL
 471550  1.000000E-002
 471600  4.000000E-003
 471626           NULL
 471669  2.000000E-002
 471678  2.130000E-001
 471679  1.400000E-002
 471683  4.000000E-003
 471705  2.400000E-001
 471727  1.340000E-001
 471731  3.100000E-002
 471767           NULL
 471824  1.250000E-001
 471833  1.100000E-002
 471847  8.600000E-002
 471903  4.000000E-003
 471931  6.800000E-002
 471987           NULL
 472021  2.000000E-002
 472026  2.710000E-001
 472029  6.000000E-003
 472040  6.600000E-002
 472058  2.600000E-002
 472105  1.320000E-001
 472125  1.100000E-002
 472164  6.800000E-002
 472177  7.000000E-002
 472182  7.600000E-001
 472209  3.000000E-003
 472236  4.000000E-003
 472243  2.600000E-002
 472266           NULL
 472376           NULL
 472383  3.000000E-002
 472392           NULL
 472397  1.290000E-001
 472402  3.100000E-002
 472404  3.500000E-002
 472410  7.100000E-002
 472411  1.700000E-002
 472422  3.000000E-003
 472456  2.500000E-002
 472459  4.200000E-002
 472517  1.200000E-002
 472518  9.410000E-001
 472565  1.250000E-001
 472577  1.300000E-002
 472578  6.200000E-002
 472615  1.100000E-002
 472647  1.000000E-002
 472665  1.200000E-002
 472757  7.800000E-002
 472777  3.300000E-002
 472783  3.000000E-002
 472859  4.000000E-003
 472861  7.100000E-002
 472881  6.900000E-002
 472900  1.100000E-002
 472909  1.600000E-002
 472916  3.370000E-001
 472925  1.000000E-002
 473107  2.300000E-002
 473114           NULL
 473127  1.200000E-002
 473147  3.000000E-002
 473179  5.700000E-002
 473181  3.000000E-003
 473198  1.900000E-002
 473200  5.930000E-001
 473237  9.000000E-003
 473257  8.000000E-003
 473274  2.270000E-001
 473275  1.700000E-002
 473299  5.000000E-003
 473325  5.500000E-002
 473367  2.200000E-002
 473423  2.400000E-002
 473438           NULL
 473449  8.000000E-003
 473454  1.330000E-001
 473472  1.600000E-002
 473485  2.400000E-002
 473508  5.000000E-003
 473539  1.300000E-002
 473556  1.100000E-002
 473560  1.140000E-001
 473612           NULL
 473645  1.040000E-001
 473655  1.380000E-001
 473657  2.400000E-002
 473669  5.800000E-002
 473715  2.000000E-002
 473734  9.700000E-002
 473744  9.000000E-003
 473780  1.300000E-002
 473794  2.000000E-003
 473813  3.200000E-002
 473817  1.000000E-003
 473832  7.500000E-002
 473890  7.800000E-002
 473906           NULL
 473914  2.290000E-001
 473922  2.000000E-002
 473934  1.200000E-002
 473936  1.100000E-002
 473957  8.000000E-003
 474000  1.700000E-002
 474020  1.800000E-002
 474033  6.000000E-003
 474064  7.000000E-003
 474177  2.500000E-002
 474179  6.000000E-002
 474207  1.470000E-001
 474215  2.000000E-003
 474297  4.000000E-003
 474337  1.280000E-001
 474371  2.300000E-002
 474372  2.000000E-003
 474446  1.010000E-001
 474460  5.000000E-003
 474475  1.100000E-002
 474477  1.200000E-002
 474503  3.000000E-002
 474520  9.900000E-002
 474524  1.400000E-002
 474537  2.000000E-003
 474596  1.070000E-001
 474662  2.200000E-002
 474674  4.300000E-002
 474725  1.810000E-001
 474750           NULL
 474782  9.800000E-002
 474816  1.900000E-002
 474817  2.000000E-002
 474820  8.000000E-003
 474824  2.700000E-002
 474838  1.500000E-002
 474849  9.200000E-002
 474911  1.300000E-002
 474923  4.440000E-001
 474944           NULL
 474958  7.000000E-003
 474960  1.800000E-002
 475012  6.100000E-002
 475015  1.900000E-002
 475023  4.900000E-002
 475050  2.000000E-002
 475078  3.900000E-002
 475124  4.400000E-002
 475131  9.000000E-003
 475135  4.300000E-002
 475169  1.900000E-002
 475205  8.000000E-003
 475220  7.900000E-002
 475230  1.300000E-002
 475248           NULL
 475254  2.000000E-003
 475291           NULL
 475366  6.000000E-003
 475382  4.000000E-003
 475401  3.200000E-002
 475497  1.900000E-002
 475514  1.500000E-002
 475539  1.050000E-001
 475545  9.000000E-003
 475551  2.100000E-002
 475608  3.000000E-002
 475617  3.200000E-002
 475626  2.300000E-002
 475665           NULL
 475711  5.000000E-002
 475723  3.100000E-002
 475751  8.500000E-002
 475782  3.700000E-002
 475788  4.000000E-002
 475800  6.000000E-003
 475805  8.400000E-002
 475844           NULL
 475881  5.000000E-003
 475920  2.000000E-003
 475935  4.240000E-001
 475955  7.200000E-002
 475972           NULL
 475982  1.340000E-001
 476048  2.000000E-003
 476078  7.000000E-003
 476132  8.700000E-002
 476154  4.000000E-003
 476199  1.500000E-002
 476230  4.500000E-002
 476260  1.120000E-001
 476379  1.610000E-001
 476380  7.000000E-003
 476470           NULL
 476472  1.100000E-002
 476498  5.400000E-002
 476541  4.800000E-002
 476581  2.000000E-003
 476587           NULL
 476610  1.520000E-001
 476629  2.000000E-003
 476647  3.500000E-002
 476665  2.400000E-002
 476683  3.000000E-003
 476785  2.000000E-003
 476845  3.000000E-003
 476852  5.000000E-003
 476864  1.100000E-002
 476879  1.400000E-002
 476901  6.440000E-001
 476921  7.000000E-003
 476932  2.320000E-001
 476954  1.110000E-001
 476984  1.900000E-002
 477032  4.300000E-002
 477036  2.810000E-001
 477041  5.600000E-002
 477051  2.500000E-002
 477061  6.100000E-002
 477093  1.670000E-001
 477095  2.000000E-002
 477130           NULL
 477154           NULL
 477164  9.100000E-002
 477261  4.700000E-002
 477284  2.000000E-003
 477305  1.260000E-001
 477406  2.600000E-002
 477416  4.000000E-003
 477442  1.600000E-002
 477477  2.800000E-002
 477497  9.500000E-002
 477513  3.000000E-003
 477537  5.000000E-003
 477561  1.580000E-001
 477563  5.800000E-002
 477570  3.000000E-003
 477590  5.600000E-002
 477617  2.900000E-002
 477634  3.000000E-002
 477680  2.350000E-001
 477694  2.200000E-002
 477699  8.700000E-002
 477709  6.000000E-002
 477795  7.800000E-002
 477822  2.000000E-003
 477823  2.500000E-002
 477829  3.900000E-002
 477843  1.700000E-002
 477895           NULL
 477935  3.300000E-002
 477944  2.190000E-001
 477971  7.500000E-002
 478001  1.770000E-001
 478049  1.100000E-002
 478096  4.700000E-002
 478098  5.200000E-002
 478099  2.300000E-002
 478110  7.000000E-003
 478122  5.100000E-002
 478152  1.000000E-002
 478208  4.400000E-002
 478212  5.000000E-002
 478269  2.800000E-002
 478293  9.500000E-002
 478320           NULL
 478349  2.200000E-002
 478364  3.340000E-001
 478401  5.800000E-002
 478411           NULL
 478419  7.400000E-002
 478423  2.000000E-002
 478483  1.200000E-002
 478509  8.300000E-002
 478523  1.500000E-002
 478531  1.410000E-001
 478553  8.100000E-002
 478556  8.400000E-002
 478563  2.100000E-002
 478575  2.000000E-002
 478587  3.100000E-002
 478609  1.900000E-002
 478610  2.100000E-002
 478628  8.000000E-003
 478662  3.230000E-001
 478689  5.850000E-001
 478691  9.800000E-002
 478697  3.000000E-003
 478710  8.000000E-003
 478713  7.000000E-003
 478716  1.700000E-002
 478725  1.600000E-002
 478735  3.000000E-003
 478764  2.500000E-002
 478777  2.500000E-002
 478807  8.000000E-003
 478825           NULL
 478890  8.000000E-003
 478933  2.600000E-002
 478940  6.230000E-001
 478949  2.600000E-002
 478957  2.740000E-001
 479002  2.600000E-002
 479046  1.200000E-002
 479051  3.120000E-001
 479060  1.400000E-002
 479082  3.000000E-003
 479084  3.000000E-003
 479090  1.630000E-001
 479098  2.600000E-002
 479114  5.000000E-003
 479118  3.800000E-002
 479133  7.000000E-003
 479137  8.700000E-002
 479145  2.500000E-002
 479161  9.600000E-001
 479164  4.400000E-002
 479198  6.000000E-002
 479202  2.100000E-002
 479203  5.500000E-002
 479226  1.100000E-002
 479233  3.000000E-003
 479240  7.600000E-002
 479284  1.140000E-001
 479293  1.000000E-002
 479311  5.000000E-003
 479424  1.010000E-001
 479464  2.750000E-001
 479467  4.000000E-003
 479475           NULL
 479487  1.000000E-002
 479508  4.000000E-003
 479515  1.500000E-002
 479544  1.300000E-002
 479596  3.600000E-002
 479607  2.060000E-001
 479608  4.000000E-003
 479638  8.000000E-003
 479643  9.500000E-002
 479646  3.800000E-002
 479662  1.600000E-002
 479677  2.800000E-002
 479686  2.000000E-003
 479695  2.300000E-002
 479705  1.800000E-002
 479743  9.700000E-002
 479752  6.600000E-002
 479771  5.600000E-002
 479816  6.540000E-001
 479881           NULL
 479934  1.200000E-002
 479943  6.500000E-002
 479975           NULL
 479976  4.000000E-003
 479979  1.000000E-002
 479997  1.860000E-001
 480010  1.600000E-002
 480011  9.600000E-002
 480024  2.300000E-002
 480035  1.250000E-001
 480071  2.000000E-003
 480084  2.040000E-001
 480093  1.000000E-002
 480105  6.200000E-002
 480121  2.800000E-002
 480125  5.200000E-002
 480128  4.600000E-002
 480141           NULL
 480173  1.100000E-002
 480257  1.090000E-001
 480258  1.400000E-002
 480266  1.800000E-002
 480273  3.130000E-001
 480275  1.100000E-002
 480277  1.600000E-002
 480280  5.700000E-002
 480293  1.840000E-001
 480365           NULL
 480393  6.000000E-003
 480416  2.000000E-003
 480428  4.500000E-002
 480438  3.470000E-001
 480474  2.200000E-002
 480476  6.900000E-002
 480477  7.300000E-002
 480492  5.000000E-003
 480517  3.000000E-003
 480524  2.300000E-002
 480539  7.000000E-003
 480550  2.000000E-003
 480581  1.900000E-002
 480603  1.370000E-001
 480609  1.100000E-002
 480627           NULL
 480738  4.200000E-002
 480748  2.500000E-002
 480792  9.000000E-002
 480812  2.400000E-002
 480895  4.000000E-003
 480896  1.600000E-002
 480904           NULL
 480943  1.690000E-001
 480952  3.300000E-002
 480965  2.020000E-001
 480977  6.100000E-002
 481008  1.270000E-001
 481047  2.000000E-003
 481064  2.000000E-002
 481073  6.100000E-002
 481107  3.900000E-002
 481129  1.500000E-002
 481139  1.420000E-001
 481172           NULL
 481173  2.000000E-003
 481190  7.000000E-003
 481194  6.000000E-003
 481204  5.800000E-002
 481252  2.180000E-001
 481266           NULL
 481353  6.800000E-001
 481389  3.000000E-002
 481430  1.100000E-002
 481457  2.350000E-001
 481475  4.800000E-002
 481483  3.800000E-002
 481509  7.000000E-003
 481536  2.100000E-002
 481563  1.830000E-001
 481609  4.000000E-003
 481625  1.770000E-001
 481695  5.000000E-002
 481743  1.200000E-002
 481762           NULL
 481766  3.900000E-002
 481783  3.260000E-001
 481804  9.800000E-002
 481848  1.400000E-002
 481865  3.400000E-002
 481877  4.900000E-002
 481883  7.000000E-003
 481900  2.300000E-002
 481943  7.200000E-002
 481955  8.000000E-003
 482039  2.100000E-002
 482049  1.150000E-001
 482081  3.100000E-002
 482091  8.900000E-002
 482127  4.400000E-002
 482143  6.000000E-003
 482156  5.000000E-003
 482169  2.700000E-002
 482181  8.000000E-003
 482195  4.000000E-003
 482235  2.100000E-002
 482253  3.790000E-001
 482257  1.400000E-002
 482280  1.100000E-002
 482294  1.810000E-001
 482296           NULL
 482302  2.120000E-001
 482303  9.100000E-002
 482325  3.900000E-002
 482357  9.000000E-003
 482409  4.900000E-002
 482416  4.500000E-002
 482436  2.000000E-003
 482459  4.400000E-002
 482470  8.000000E-003
 482477  7.000000E-003
 482628  4.500000E-002
 482633  1.000000E-002
 482676  4.500000E-002
 482685  3.000000E-003
 482706  1.000000E-003
 482712  9.500000E-002
 482723  2.520000E-001
 482736  5.000000E-003
 482822  5.200000E-002
 482846  4.100000E-001
 482882  1.400000E-002
 482908  5.900000E-002
 482976  5.300000E-002
 483000  9.800000E-001
 483016           NULL
 483059  4.300000E-002
