#ID   AGN Frac		Color


20	      0.2	  100.0
59	      0.3	  250.0
62	      0.0	  250.0
62	      0.0	  100.0
87	      1.0	  100.0
270	      0.2	  100.0
383	      0.3	  100.0
449	      0.3	  100.0
518	      0.1	  100.0
524	      0.3	  250.0
524	      0.1	  100.0
543	      0.3	  100.0
544	      0.3	  100.0
561	      0.2	  100.0
654	      0.0	  100.0
803	      0.0	  250.0
836	      0.0	  250.0
899	      0.2	  250.0
899	      0.0	  100.0
910	      0.3	  100.0
944	      0.1	  100.0
961	      0.4	  100.0
977	      0.3	  100.0
1007	  0.1	  100.0
1047	  0.3	  100.0
1060	  0.1	  100.0
1097	  0.7	  100.0
1266	  0.1	  250.0
1266	  0.4	  100.0
1272	  0.3	  100.0
1301	  0.0	  250.0
1301	  0.0	  100.0
1346	  0.2	  250.0
1346	  0.0	  100.0
1409	  0.1	  100.0
1433	  0.6	  100.0
1627	  0.0	  250.0
1652	  0.0	  100.0
1676	  0.0	  100.0
1677	  0.2	  250.0
1677	  0.2	  100.0
1948	  0.0	  100.0
1954	  0.8	  100.0
1960	  0.2	  250.0
1962	  0.1	  100.0
2014	  0.4	  100.0
2016	  0.0	  100.0
2067	  0.0	  100.0
2080	  0.2	  100.0
2085	  0.0	  100.0
2103	  0.3	  100.0
2283	  0.4	  100.0
2338	  0.1	  100.0
2473	  0.0	  100.0
2476	  0.6	  100.0
2496	  0.3	  100.0
2500	  0.2	  250.0
2500	  0.3	  100.0
2512	  0.3	  100.0
2543	  0.1	  250.0
2548	  0.3	  100.0
2550	  0.0	  250.0
2578	  0.0	  100.0
2696	  0.1	  100.0
2776	  0.6	  250.0
2800	  0.1	  250.0
2800	  0.3	  100.0
2843	  0.7	  250.0
2843	  0.9	  100.0
2869	  0.4	  250.0
2869	  0.3	  100.0
2901	  0.1	  100.0
2925	  0.2	  100.0
2997	  0.0	  100.0
3000	  0.2	  100.0
3008	  0.1	  100.0
3082	  0.3	  100.0
3139	  0.0	  100.0
3238	  0.1	  250.0
3358	  0.5	  100.0
3417	  0.8	  100.0
3458	  0.0	  100.0
3530	  0.1	  100.0
3532	  0.0	  100.0
3548	  0.5	  100.0
3580	  0.3	  250.0
3580	  0.2	  100.0
3584	  0.3	  100.0
3605	  0.1	  250.0
3732	  0.2	  100.0
3741	  0.2	  250.0
3741	  0.2	  100.0
3750	  0.7	  100.0
3757	  0.3	  100.0
3834	  0.3	  100.0
3845	  0.1	  100.0
3982	  0.0	  100.0
4025	  0.8	  100.0
4049	  0.3	  250.0
4049	  0.3	  100.0
4092	  0.1	  250.0
4092	  0.1	  100.0
4093	  0.1	  250.0
4093	  0.2	  100.0
4191	  0.0	  250.0
4191	  0.3	  100.0
4218	  0.1	  100.0
4424	  0.1	  250.0
