# ID_Ours 	 ID_MAGPHYS 	 Distance(Arc Seconds) 
 
3827.0	607495.0	4.20959008728e-10
3834.0	604576.0	1.77560284694e-09
3845.0	606238.0	2.60390168978e-09
3919.0	608574.0	3.32844484419e-09
3920.0	608278.0	2.2617314019e-09
3945.0	608918.0	3.77622747218e-09
3946.0	609717.0	9.6270892569e-10
3955.0	609077.0	3.55990047221e-10
3982.0	609185.0	2.27360060292e-09
4021.0	609887.0	2.42965432531e-09
4025.0	609485.0	9.79248437086e-08
4038.0	610080.0	6.34509790552e-10
4049.0	608983.0	9.79429006011e-10
4051.0	605428.0	2.20029152488e-09
4063.0	609881.0	6.42001726265e-10
4072.0	609485.0	2.47668057074e-09
4092.0	609768.0	4.61001261258e-09
4093.0	609292.0	9.41233394677e-08
4107.0	610042.0	1.70636396513e-09
4124.0	609292.0	6.01134264938e-09
4191.0	611035.0	7.13493914854e-09
4218.0	610145.0	6.96738731165e-09
4277.0	611117.0	5.17307151064e-09
4373.0	613185.0	2.34450076425e-09
4378.0	613662.0	1.13408606819e-07
4384.0	612723.0	1.0686365163e-07
4409.0	612723.0	4.42772581675e-09
4424.0	612494.0	1.20450931371e-09
4431.0	612471.0	5.40335538861e-09
4441.0	612923.0	2.30659821352e-09
4448.0	613662.0	1.18732037191e-07
4459.0	613382.0	2.20787669415e-09
4472.0	613581.0	1.73432041403e-09
4473.0	612897.0	3.39389177044e-09
4490.0	613328.0	7.06187392363e-10
4502.0	613662.0	2.22982115412e-08
4522.0	613882.0	1.03209729603e-09
4532.0	614250.0	2.27204297703e-09
4536.0	611335.0	7.4967508138e-10
4545.0	613684.0	1.81798595048e-09
4606.0	614408.0	1.8579126609e-09
4607.0	613819.0	5.44421659655e-08
4607.0	614425.0	6.04163356036e-08
4630.0	615839.0	1.49170903821e-07
4631.0	613819.0	5.38429560104e-09
4631.0	614425.0	7.92192429015e-08
4649.0	614795.0	8.87724204078e-10
4650.0	613819.0	8.47992941638e-08
4650.0	614425.0	1.08292864353e-08
4659.0	614898.0	5.03016257111e-09
4662.0	615042.0	8.10814217115e-08
4664.0	615042.0	1.05038301732e-07
4681.0	615042.0	2.15479643348e-09
4685.0	616983.0	5.13926513094e-08
4686.0	614690.0	2.97573656444e-09
4751.0	615839.0	2.72946087262e-09
4760.0	616953.0	1.36043587456e-09
4781.0	616381.0	1.61168494415e-09
4783.0	616407.0	4.23507771429e-09
4792.0	615964.0	2.51605535619e-09
4819.0	616995.0	2.02327526069e-08
4834.0	617000.0	6.30138719697e-10
4837.0	616355.0	8.2186395231e-10
4847.0	615941.0	4.46318111747e-09
4860.0	616192.0	1.35587477112e-09
4866.0	616362.0	1.54194139313e-09
4869.0	616784.0	4.51592762335e-09
4874.0	616983.0	1.02036456066e-08
4890.0	616812.0	2.10612825641e-09
4897.0	617009.0	2.99145012088e-09
4914.0	617044.0	2.42078573381e-09
4920.0	617573.0	7.86916040907e-10
4953.0	616608.0	1.14692545961e-07
4953.0	617573.0	1.49080299602e-07
4955.0	616724.0	4.12615784472e-09
4965.0	616646.0	2.98183496033e-09
4972.0	616608.0	4.62579223786e-09
4976.0	617108.0	2.65704655057e-10
4987.0	616608.0	1.30929675717e-07
5002.0	618261.0	1.18448211344e-07
5034.0	617721.0	6.18086196086e-09
5056.0	618225.0	3.60821623438e-10
5071.0	617752.0	1.07026623213e-09
5087.0	618374.0	2.56821658851e-09
5118.0	618291.0	3.86643065913e-09
5127.0	618401.0	1.42143564776e-09
5145.0	618817.0	2.73900710632e-09
5149.0	618261.0	4.61310276375e-09
5155.0	619015.0	2.31988414028e-09
5180.0	618852.0	4.83372658279e-09
5181.0	618691.0	3.47730991543e-09
5185.0	619683.0	7.70566829144e-11
5199.0	620043.0	8.82198154601e-09
5204.0	620476.0	7.87149319997e-10
5227.0	616170.0	1.81325833196e-09
5240.0	619713.0	3.47359422708e-09
5247.0	622262.0	4.83454971869e-08
5274.0	619287.0	1.24704933488e-09
5280.0	619528.0	1.29421285982e-08
5323.0	619667.0	3.25936902095e-09
5350.0	619853.0	4.76938181453e-09
5356.0	620545.0	6.70149777144e-09
5357.0	621157.0	1.07240229544e-09
5446.0	620897.0	6.20755522403e-09
5447.0	621392.0	7.79967913401e-09
5452.0	620499.0	4.75784594115e-10
5482.0	618501.0	1.45156140622e-09
5509.0	621230.0	3.98087464075e-09
5514.0	622411.0	1.25335162399e-09
5515.0	621251.0	2.08397396608e-09
5522.0	621634.0	6.30966651649e-10
5528.0	621569.0	3.98742398104e-09
5620.0	623586.0	5.81611601965e-10
5629.0	622434.0	6.59525617633e-10
5681.0	623330.0	8.66951790142e-08
5693.0	622498.0	3.19266436764e-09
5694.0	621926.0	4.59797629186e-09
5712.0	623330.0	2.00089456491e-09
5719.0	623139.0	1.83580596285e-09
5765.0	624426.0	3.11798541258e-09
5813.0	624008.0	4.31904916511e-09
5820.0	624009.0	2.82204852903e-09
5839.0	625121.0	7.4795468524e-10
5840.0	624934.0	6.68208527373e-10
5849.0	622134.0	2.0266226172e-09
5884.0	625004.0	9.125935122e-10
5903.0	624608.0	2.73043264176e-09
5916.0	625217.0	3.58010375958e-08
5922.0	625217.0	7.7789802702e-08
5937.0	625217.0	2.73017051606e-08
5985.0	625539.0	6.22216462383e-08
6002.0	626034.0	2.14450962705e-09
6010.0	625217.0	1.13965245349e-07
6040.0	625529.0	3.76247913941e-09
6048.0	626175.0	2.17253710674e-09
6105.0	627356.0	3.65812006323e-08
6119.0	625529.0	1.2340062806e-07
6127.0	627630.0	6.34434804208e-08
6135.0	627356.0	1.62282982566e-08
6139.0	627107.0	4.71016648984e-09
6193.0	627471.0	5.34019850775e-09
6201.0	627630.0	7.88572843016e-09
6228.0	628809.0	2.51093777142e-09
6236.0	628555.0	3.30851449497e-09
6253.0	629400.0	3.29045994714e-09
6288.0	628777.0	4.17836395423e-09
6310.0	628019.0	7.08193299564e-10
6327.0	629641.0	3.62987349835e-09
6333.0	628448.0	2.6222628366e-09
6339.0	627718.0	3.17652907084e-09
6368.0	629248.0	3.09371410423e-09
6413.0	629390.0	3.39034195191e-09
6451.0	629823.0	2.75638148973e-09
6459.0	629767.0	1.3216413056e-09
6529.0	631292.0	2.26373635544e-09
6532.0	630407.0	3.46106545618e-09
6573.0	630745.0	4.27526027679e-09
6588.0	631114.0	2.30649516764e-09
6674.0	632231.0	1.5012206636e-07
6674.0	632440.0	4.07245268618e-09
6696.0	631930.0	6.85395107244e-08
6713.0	631930.0	1.57148272923e-09
6746.0	632231.0	1.54076212148e-09
6746.0	632440.0	1.48240688305e-07
6771.0	633369.0	2.76295775584e-09
6800.0	633661.0	3.10788369606e-09
6831.0	634042.0	1.79333537215e-09
6864.0	633529.0	1.59327684889e-08
6880.0	633530.0	1.15251584523e-09
6884.0	634278.0	2.07874574786e-09
6939.0	632960.0	5.50604748394e-09
6966.0	634643.0	6.29446256935e-09
6978.0	634682.0	1.98756568389e-09
6998.0	635536.0	4.04241738886e-09
7072.0	635245.0	1.30594940053e-09
7076.0	635198.0	1.94227699799e-09
7081.0	635416.0	5.33765918325e-09
7099.0	635784.0	8.30748467934e-08
7129.0	637066.0	3.2227349263e-09
7137.0	637190.0	4.33210083663e-09
7146.0	635879.0	3.00276495983e-09
7154.0	635784.0	2.51355967673e-09
7198.0	635784.0	1.18422207194e-07
7209.0	636373.0	4.14347689724e-09
7224.0	636995.0	8.16216949401e-10
7271.0	637404.0	5.95508389026e-08
7302.0	637404.0	7.73150532464e-09
7334.0	637446.0	1.54312362925e-09
7351.0	637637.0	8.57449406379e-10
7364.0	637814.0	1.25507328733e-07
7390.0	637649.0	2.09940724126e-09
7443.0	638274.0	1.33599184998e-09
7447.0	634500.0	2.74085578829e-09
7491.0	639237.0	1.29974036113e-09
7510.0	638447.0	1.64795253357e-09
7511.0	638618.0	2.17282438539e-09
7574.0	640098.0	4.18528310498e-08
7587.0	638704.0	1.08886193353e-07
7589.0	638704.0	4.41231730708e-09
7605.0	639412.0	7.27783729983e-09
7619.0	639097.0	2.89516065214e-09
7623.0	639130.0	1.15967223281e-09
7645.0	640349.0	4.62760069296e-09
7739.0	640319.0	4.58819033435e-10
7759.0	641245.0	4.62634278762e-09
7786.0	641228.0	2.21412419993e-09
7794.0	641138.0	1.67671659335e-09
7821.0	641307.0	2.54067433452e-09
7874.0	642214.0	1.86555688206e-08
7902.0	642271.0	1.24644473768e-08
7941.0	641950.0	7.0804452357e-10
8010.0	644822.0	1.04929412369e-08
8024.0	643491.0	7.3728397031e-10
8025.0	644822.0	6.27921243625e-08
8028.0	644889.0	8.89730543951e-08
8050.0	642836.0	1.76391229733e-09
8084.0	643014.0	3.65166941343e-09
8090.0	644822.0	9.07325162674e-08
8109.0	643919.0	1.97503378228e-09
8127.0	643706.0	2.21670903996e-09
8138.0	643577.0	1.58400682609e-09
8179.0	644764.0	1.77092905929e-09
8180.0	644243.0	1.82165998606e-09
8230.0	644062.0	3.68616556173e-09
8234.0	644889.0	1.24035255744e-08
8241.0	644314.0	4.19805293619e-09
8306.0	645220.0	4.25422269806e-09
8310.0	646171.0	1.18334026027e-07
8334.0	645232.0	1.04958174177e-09
8344.0	646171.0	7.91786297683e-08
8347.0	646102.0	1.69729002996e-09
8360.0	645125.0	4.69245966126e-09
8368.0	646171.0	3.08017503184e-08
8429.0	646384.0	3.35783976872e-09
8494.0	646620.0	7.52395722565e-08
8514.0	646311.0	2.5645864799e-09
8541.0	643804.0	1.52567030149e-07
8547.0	646904.0	3.28149193532e-08
8551.0	646904.0	4.96853157589e-08
8562.0	646620.0	8.60072469473e-09
8574.0	646969.0	9.2459145361e-09
8685.0	647579.0	1.28915090268e-07
8698.0	647579.0	5.47750739842e-09
8728.0	647726.0	2.58475815295e-09
8734.0	647813.0	3.10579268231e-09
8751.0	643804.0	6.83161747148e-09
8841.0	649459.0	1.39214965716e-07
8858.0	649459.0	4.07878187461e-08
8872.0	651374.0	3.34806553291e-08
8883.0	648970.0	2.91259486459e-09
8885.0	649935.0	3.49794022864e-09
8887.0	649459.0	2.83150270302e-08
8893.0	649359.0	6.58717062624e-09
8949.0	649594.0	5.89177761208e-10
8987.0	650346.0	9.98360830843e-10
9026.0	651083.0	1.94126806163e-09
9035.0	650615.0	2.47513255148e-09
9043.0	651198.0	2.01780118279e-08
9077.0	651176.0	1.43011400649e-08
9124.0	650978.0	3.48976407426e-09
9134.0	651643.0	3.25857242441e-09
9136.0	651325.0	5.35077279503e-08
9180.0	651325.0	1.22587187987e-08
9192.0	652144.0	1.74975686298e-08
9217.0	650752.0	7.46932531849e-09
9237.0	651835.0	3.01747028735e-09
9257.0	652715.0	1.41064090432e-09
9259.0	652370.0	1.43793214012e-09
9264.0	652436.0	1.77203212811e-09
9309.0	653033.0	1.69028155192e-08
9324.0	653033.0	3.14868194651e-08
9335.0	653385.0	5.3902075238e-09
9401.0	653033.0	5.34754659502e-08
9417.0	656798.0	8.49685881681e-08
9430.0	653540.0	5.43240078737e-10
9451.0	653612.0	3.10417039534e-09
9454.0	653679.0	1.24718769905e-08
9463.0	654571.0	3.44645099727e-08
9470.0	653780.0	6.68255193599e-08
9484.0	653780.0	1.6577975957e-09
9487.0	653700.0	4.60021777599e-09
9492.0	656882.0	1.15563278021e-07
9507.0	655097.0	1.07704148215e-07
9520.0	656798.0	4.9861682875e-09
9525.0	654571.0	4.10076777959e-08
9545.0	655251.0	4.29939043957e-09
9556.0	655688.0	1.38363027781e-07
9582.0	654940.0	1.09369382454e-09
9603.0	655343.0	3.88884656708e-09
9615.0	654880.0	4.68833497795e-09
9624.0	655097.0	4.34368980621e-09
9636.0	655173.0	4.66883945549e-09
9640.0	655562.0	4.08151566294e-09
9642.0	655719.0	7.77821175545e-08
9678.0	655219.0	3.03319266942e-09
9687.0	655856.0	1.28545039718e-09
9713.0	656882.0	6.55632741406e-09
9719.0	657027.0	9.74774015548e-08
9740.0	656926.0	2.4027283575e-08
9752.0	656276.0	8.03479205776e-09
9758.0	655719.0	1.05499579165e-09
9772.0	656469.0	1.09855288138e-09
9787.0	656471.0	5.20225353358e-09
9791.0	656427.0	5.84813111968e-09
9825.0	657027.0	1.01248853144e-08
9827.0	656926.0	1.93274428216e-08
9832.0	657502.0	2.28432268735e-09
9848.0	657219.0	2.73429997396e-09
9884.0	657616.0	1.83952027393e-09
9890.0	659416.0	1.36227017513e-07
9967.0	657782.0	6.4000539454e-09
9980.0	657977.0	6.0730787914e-09
9982.0	658016.0	2.64998920651e-09
10038.0	659416.0	4.53933902469e-09
10041.0	660310.0	5.06626647544e-08
10049.0	649852.0	3.8342460135e-09
10067.0	658561.0	3.28465151179e-09
10079.0	658956.0	1.33607361013e-07
10104.0	658956.0	6.71446783595e-09
10118.0	658851.0	5.4300592406e-09
10122.0	659459.0	5.35415590366e-10
10143.0	655697.0	1.41170018389e-09
10189.0	661110.0	1.19699235118e-07
10231.0	659922.0	6.70002161774e-09
10234.0	660464.0	1.14735919857e-08
10244.0	659106.0	6.55093829839e-09
10263.0	660588.0	3.81962171058e-09
10289.0	660169.0	1.32446889156e-09
10311.0	663103.0	1.38242112096e-07
10321.0	661110.0	8.15345031573e-09
10326.0	660994.0	1.290721426e-07
10358.0	660994.0	6.06735073246e-09
10360.0	661289.0	1.04699707728e-09
10364.0	661235.0	4.54441420744e-09
10389.0	661774.0	7.7361016454e-09
10390.0	661557.0	5.64185464624e-09
10419.0	660268.0	9.27780770235e-09
10427.0	661138.0	1.16644258511e-08
10434.0	660902.0	1.1660905946e-07
10444.0	660902.0	2.34968689432e-09
10486.0	662537.0	1.9511338437e-09
10538.0	662821.0	8.38366644631e-09
10566.0	661912.0	5.91054713486e-09
10569.0	661679.0	1.9500504822e-08
10601.0	662096.0	3.36891533715e-09
10624.0	663103.0	5.13393373997e-09
10663.0	663356.0	3.1686971883e-09
10675.0	663799.0	1.42376925992e-07
10700.0	663900.0	1.11658616093e-09
10718.0	663565.0	5.92448807011e-09
10749.0	663799.0	4.15980913077e-09
10753.0	665760.0	1.12054870914e-07
10774.0	663627.0	2.28094380914e-09
10791.0	663735.0	4.73844023362e-09
10797.0	664099.0	5.92523342397e-09
10798.0	664198.0	5.55781301095e-09
10837.0	664903.0	3.97523112012e-09
10868.0	665267.0	5.21853249295e-08
10889.0	664683.0	2.58368429031e-09
10905.0	664683.0	1.472523447e-07
10927.0	665338.0	3.56407037655e-09
10936.0	665298.0	5.12811363369e-09
10952.0	665393.0	2.66209721652e-09
10954.0	665760.0	1.50432566914e-09
10965.0	665223.0	5.43586670489e-10
10987.0	665137.0	3.08764803443e-09
10999.0	665751.0	2.46184217593e-09
11043.0	666686.0	4.5970521093e-09
11063.0	665652.0	5.43563308333e-09
11132.0	666743.0	7.99851142532e-10
11154.0	667327.0	2.5865539714e-09
11170.0	666430.0	1.80572032947e-09
11196.0	667051.0	2.29931103997e-09
11214.0	667102.0	3.9828302822e-09
11223.0	668552.0	2.57456870687e-09
11270.0	667662.0	5.7824765358e-09
11299.0	667591.0	5.79704140296e-09
11304.0	667642.0	5.55298964403e-09
11317.0	667828.0	2.54481718017e-09
11368.0	668488.0	5.8452534803e-09
11403.0	671518.0	1.01025651192e-08
11464.0	659855.0	3.2081179574e-09
11495.0	670259.0	5.77805799436e-08
11510.0	669714.0	2.86699614255e-09
11540.0	671380.0	1.1605847762e-07
11548.0	669814.0	3.32687074329e-09
11551.0	670259.0	2.24813138749e-08
11557.0	672077.0	4.80108345049e-08
11601.0	671428.0	4.37279373489e-09
11605.0	670923.0	1.29727833276e-07
11623.0	670137.0	6.88199586238e-09
11642.0	668907.0	6.49546244923e-09
11662.0	670999.0	4.35140665439e-09
11672.0	670950.0	3.36702996159e-09
11695.0	672077.0	7.588298841e-09
11699.0	671186.0	3.91047697858e-09
11700.0	671565.0	1.6980764337e-08
11711.0	671380.0	2.90727105677e-09
11719.0	670923.0	3.94130971629e-09
11781.0	671929.0	2.69758253626e-09
11784.0	671537.0	1.89574924655e-08
11792.0	671537.0	1.96242951055e-08
11811.0	671935.0	1.48849843485e-07
11815.0	671669.0	4.33091946577e-09
11841.0	672249.0	1.12858262423e-07
11850.0	671936.0	9.18913811708e-08
11851.0	672249.0	3.08228241857e-09
11864.0	671936.0	5.72998054872e-09
11873.0	672249.0	7.84517590613e-08
11892.0	672576.0	3.24369629925e-09
11910.0	671935.0	8.79397002817e-08
11919.0	672723.0	1.09328501813e-09
11936.0	672442.0	5.46068552589e-09
11993.0	673627.0	5.45129414861e-09
12033.0	673476.0	5.73548301664e-09
12040.0	674103.0	4.04151521621e-09
12135.0	675574.0	4.74485770494e-09
12138.0	675099.0	6.03798915457e-09
12146.0	676537.0	1.84600907761e-09
12165.0	674634.0	3.89084029429e-09
12199.0	675500.0	3.66542011254e-09
12205.0	675403.0	2.4536943031e-09
12246.0	675838.0	5.72915553336e-09
12279.0	675653.0	3.98532758187e-08
12346.0	679377.0	2.96778044164e-09
12383.0	677035.0	3.43531458901e-09
12400.0	676661.0	3.73175992158e-09
12429.0	677278.0	4.55530623167e-09
12433.0	677100.0	3.49887452352e-09
12438.0	678094.0	3.3948280599e-09
12444.0	676950.0	5.52070007354e-09
12549.0	679195.0	1.48267763321e-08
12554.0	679195.0	3.79116842157e-08
12589.0	677814.0	6.36313606839e-09
12598.0	678544.0	7.65496922201e-09
12606.0	678711.0	3.36997218975e-09
12662.0	679299.0	3.5622973686e-09
12670.0	679480.0	7.18326828417e-09
12677.0	679881.0	3.66915625144e-09
12702.0	679643.0	1.48316751582e-07
12725.0	679643.0	2.9734525901e-09
12759.0	680249.0	6.33127849655e-09
12783.0	673482.0	4.61120724954e-09
12795.0	682533.0	4.97340755473e-09
12808.0	679984.0	6.95128522436e-08
12809.0	681132.0	2.22174394929e-09
12811.0	682194.0	1.52747891085e-07
12820.0	681237.0	6.30399502285e-09
12865.0	679984.0	1.28749682564e-07
12872.0	679984.0	1.92465715391e-08
12873.0	681415.0	4.59201796978e-09
12909.0	681438.0	2.21860264647e-09
12929.0	682194.0	1.34257189028e-09
12959.0	681438.0	1.44439145418e-07
12978.0	682524.0	5.68132342827e-09
12982.0	682663.0	6.81732879455e-09
12997.0	682361.0	4.35633273374e-09
13020.0	682900.0	9.72167422485e-09
13022.0	682520.0	1.28464682239e-08
